Film_ID,Film_Title,Title_ID,Title_Name,Theatrical_Release_Date,Film_Runtime,Language,Market_Language,Release_Pattern,Performance_Type,Is_IMAX,Is_DBOX_Capable,Release_Status,Media_Class_Description,Is_4Dx,Genre_Hierarchy_1
22511,Ice Age: The Meltdown - A Family Favourites Presentation,20464,Ice Age: The Meltdown - A Family Favourites Presentation,4/26/2014,82,English,English,Ltd,Alt Prog Film Event,0,0,B,Family,0,Comedy
22510,Hop (v.f.) - Les films en famille (2014),17327,HOP,4/19/2014,95,French,French,Ltd,Alt Prog Film Event,0,0,B,Family,0,Comedy
22509,Hop - A Family Favourites Presentation (2014),17327,HOP,4/19/2014,95,English,English,Ltd,Alt Prog Film Event,0,0,B,Family,0,Comedy
22508,City of Ember - A Family Favourites Presentation,20462,City of Ember - A Family Favourites Presentation,4/12/2014,90,English,English,Ltd,Alt Prog Film Event,0,0,B,Family,0,Adaptation
22507,Capitaine Crochet - Les films en famille,20461,Capitaine Crochet - Les films en famille,4/12/2014,144,French,French,Ltd,Alt Prog Film Event,0,0,B,Family,0,Comedy
22506,Drle d'abeille - Les films en famille,20460,Drle d'abeille - Les films en famille,4/5/2014,91,French,French,Ltd,Alt Prog Film Event,0,0,B,Family,0,Comedy
22505,Alvin and the Chipmunks - A Family Favourites Presentation,20459,Alvin and the Chipmunks - A Family Favourites Presentation,4/5/2014,92,English,English,Ltd,Alt Prog Film Event,0,0,B,Family,0,Comedy
22504,Annabelle,20458,Annabelle,10/3/2014,99,English,English,Wide,Film Presentation,0,1,B,Adult,0,Period
22503,Mean Moms,20457,Mean Moms,12/31/9999,999,English,English,Wide,Film Presentation,0,0,B,None,0,Comedy
22502,The Intern,20456,The Intern,9/25/2015,122,English,English,Wide,Film Presentation,0,0,B,Adult,0,Comedy
22501,Inherent Vice,20455,Inherent Vice,12/25/2014,149,English,English,Ltd,Film Presentation,0,0,A,Adult,0,Drama
22500,How To Be Single,20454,How To Be Single,2/12/2016,110,English,English,Wide,Film Presentation,0,0,A,Adult,0,Comedy
22499,Get Hard,20453,Get Hard,3/27/2015,100,English,English,Wide,Film Presentation,0,0,B,Adult,0,Comedy
22498,Entourage,20452,Entourage,6/3/2015,105,English,English,Wide,Film Presentation,0,0,B,Adult,0,Comedy
22497,The Conjuring 2,20451,The Conjuring 2,6/10/2016,134,English,English,Wide,Film Presentation,0,1,A,Adult,0,Thriller
22496,The Lego Movie 2: The Second Part,20450,The Lego Movie 2: The Second Part,2/8/2019,107,English,English,Wide,Film Presentation,0,1,A,Family,0,Comedy
22495,Run All Night,20449,Run All Night,3/13/2015,114,English,English,Wide,Film Presentation,0,1,B,Adult,0,Action
22494,Le voyage de cent pas,19878,The Hundred-Foot Journey,8/8/2014,123,French,French,Wide,Film Presentation,0,0,B,Adult,0,Drama
22493,Les mes silencieuses,19746,The Quiet Ones,4/25/2014,98,French,French,Wide,Film Presentation,0,0,B,Adult,0,Thriller
22492,9 Months Stretch (French w/e.s.t.),20359,9 Months Stretch (French w/e.s.t.),4/4/2014,82,French,English,Ltd,Film Presentation,0,0,B,Adult,0,Comedy
22491,Inception - The Event Screen,20448,Inception - The Event Screen,3/21/2014,148,English,English,Excl,Alt Prog Film Event,0,0,B,Adult,0,Action
22490,The Matrix - The Event Screen,20447,The Matrix - The Event Screen,2/28/2014,136,English,English,Excl,Alt Prog Film Event,0,0,B,Adult,0,Action
22489,As the Palaces Burn - The Event Screen,20446,As the Palaces Burn - The Event Screen,3/7/2014,121,English,English,Excl,Documentary,0,0,B,Adult,0,Musical
22488,Film 101: Donnie Brasco - The Event Screen,20445,Film 101: Donnie Brasco - The Event Screen,3/11/2014,127,English,English,Excl,Alt Prog Film Event,0,0,B,Adult,0,Drama
22487,American Hustle - The Event Screen,20444,American Hustle - The Event Screen,3/28/2014,138,English,English,Excl,Alt Prog Film Event,0,0,B,Adult,0,Drama
22486,Looper - The Event Screen,20443,Looper - The Event Screen,3/28/2014,119,English,English,Excl,Alt Prog Film Event,0,0,B,Adult,0,Action
22485,La purge : Anarchie,20250,The Purge: Anarchy,7/18/2014,104,French,French,Wide,Film Presentation,0,0,A,Adult,0,Suspense
22484,Memento - The Event Screen,20442,Memento - The Event Screen,3/7/2014,113,English,English,Excl,Alt Prog Film Event,0,0,B,Adult,0,Drama
22483,Mille et une faons de mourir dans l'Ouest,19762,A Million Ways To Die In The West,5/30/2014,116,French,French,Wide,Film Presentation,0,0,A,Adult,0,Comedy
22482,300 Marathon: The IMAX Experience?,20441,300 Marathon,3/6/2014,240,English,English,Ltd,Film Presentation,1,0,A,Adult,0,Drama
22481,300 Marathon,20441,300 Marathon,3/6/2014,240,English,English,Ltd,Film Presentation,0,0,A,Adult,0,Drama
22480,Miraculum ,20338,Miraculum ,2/28/2014,110,English,English,Wide,Film Presentation,0,0,B,Adult,0,Drama
22479,The Man From U.N.C.L.E.,20440,The Man From U.N.C.L.E.,8/14/2015,117,English,English,Wide,Film Presentation,0,1,A,Adult,0,Adaptation
22478,Focus,20439,Focus,2/27/2015,105,English,English,Wide,Film Presentation,0,0,A,Adult,0,Drama
22477,Venus Talk (Korean w/e.s.t.),20438,Venus Talk (Korean w/e.s.t.),2/28/2014,108,Korean,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22476,Gulab Gang (Hindi w/e.s.t.),20437,Gulab Gang (Hindi w/e.s.t.),3/7/2014,139,Hindi,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22475,"The Weber Brothers ""WE"" listening party-Pre-release",20436,"The Weber Brothers ""WE"" listening party-Pre-release",3/27/2014,120,English,English,Excl,Concert,0,0,B,Adult,0,Unknown
22474,Aloha,20435,Aloha,5/29/2015,105,English,English,Wide,Film Presentation,0,0,B,Adult,0,Drama
22473,Ishq Brandy (Punjabi w/e.s.t.),20434,Ishq Brandy (Punjabi w/e.s.t.),2/21/2014,125,Punjabi,English,Ltd,Film Presentation,0,0,B,Adult,0,Comedy
22472,The Rooster of St-Victor,20082,The Rooster of St-Victor,2/21/2014,80,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Foreign
22471,The Brothers Grimsby,20433,The Brothers Grimsby,3/11/2016,83,English,English,Wide,Film Presentation,0,1,A,Adult,0,Comedy
22470,Noah: The IMAX Experience?,19351,Noah,3/28/2014,138,English,English,Wide,Film Presentation,1,0,A,Adult,0,Drama
22469,The Legend Of Tarzan,20432,The Legend of Tarzan,7/1/2016,110,English,English,Wide,Film Presentation,0,1,A,Adult,0,Adaptation
22468,Starting Over Again (Filipino w/e.s.t.),20431,Starting Over Again (Filipino w/e.s.t.),2/21/2014,130,Filipino,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22467,Shaadi Ke Side Effects (Hindi w/e.s.t.),20430,Shaadi Ke Side Effects (Hindi w/e.s.t.),2/28/2014,140,Hindi,English,Ltd,Film Presentation,0,0,B,Adult,0,Comedy
22466,Alan Partridge,20429,Alan Partridge,3/7/2014,91,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Comedy
22465,Escape From Planet Earth - A Toonie Matinee,20428,Escape From Planet Earth - A Toonie Matinee,12/31/9999,999,English,English,Wide,Film Presentation,0,0,B,Family,0,Comedy
22464,The Croods - A Toonie Matinee,20427,The Croods - A Toonie Matinee,12/31/9999,999,English,English,Wide,Film Presentation,0,0,B,Family,0,Adventure
22463,Cloudy With A Chance of Meatballs 2 - A Toonie Matinee,20426,Cloudy With A Chance of Meatballs 2 - A Toonie Matinee,12/31/9999,999,English,English,Wide,Film Presentation,0,0,B,Family,0,Comedy
22462,La lgende de Manolo,19369,The Book Of Life,10/17/2014,96,French,French,Wide,Film Presentation,0,0,A,Family,0,Adventure
22461,Les gardiens de la galaxie,18491,Guardians Of The Galaxy,8/1/2014,122,French,French,Wide,Film Presentation,0,1,A,Adult,0,Adaptation
22460,Madagascar 3: Europe's Most Wanted - A Toonie Matinee,20425,Madagascar 3: Europe's Most Wanted - A Toonie Matinee,12/31/9999,999,English,English,Wide,Film Presentation,0,0,B,Family,0,Comedy
22459,Rimes pour revenants (Anglais avec s.t.f.),20325,Rhymes for Young Ghouls,2/28/2014,88,English,French,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22458,Despicable Me 2 - A Toonie Matinee,20424,Despicable Me 2 - A Toonie Matinee,12/31/9999,999,English,English,Wide,Film Presentation,0,0,B,Family,0,Comedy
22457,Le vent se lve,20114,The Wind Rises (Japanese w/e.s.t.),2/21/2014,127,French,French,Ltd,Film Presentation,0,0,A,Family,0,Drama
22456,The Wind Rises (Japanese w/e.s.t.),20114,The Wind Rises (Japanese w/e.s.t.),2/21/2014,127,Japanese,English,Ltd,Film Presentation,0,0,A,Family,0,Drama
22455,Foxfire: Confessions of a Girl Gang,20423,Foxfire: Confessions of a Girl Gang,5/16/2014,144,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22454,Stage Fright,20422,Stage Fright,5/9/2014,89,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Comedy
22453,Joe,20421,Joe,5/2/2014,118,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22452,Brick Mansions,20420,Brick Mansions,4/25/2014,91,English,English,Wide,Film Presentation,0,1,B,Adult,0,Action
22451,Afflicted,20419,Afflicted,4/4/2014,85,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Thriller
22450,Cas & Dylan,20418,Cas & Dylan,4/4/2014,90,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22449,The Lunchbox (Hindi w/e.s.t.),20417,The Lunchbox (Hindi w/e.s.t.),3/21/2014,104,Hindi,English,Ltd,Film Presentation,0,0,B,Family,0,Drama
22448,Omar (Arabic w/e.s.t.),20416,Omar (Arabic w/e.s.t.),2/21/2014,98,Arabic,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22447,Gone With The Wind - A Classic Film Series Presentation (2014),6629,Gone With The Wind (2002),11/9/2014,222,English,English,Ltd,Alt Prog Film Event,0,0,B,Family,0,Drama
22446,Dial M For Murder 3D - A Classic Film Series Presentation,20414,Dial M For Murder 3D - A Classic Film Series Presentation,9/14/2014,105,English,English,Wide,Alt Prog Film Event,0,0,B,Adult,0,Thriller
22445,The Shawshank Redemption - A Classic Film Series Presentation,20413,The Shawshank Redemption - A Classic Film Series Presentation,8/10/2014,142,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Drama
22444,Rebel Without A Cause - A Classic Film Series Presentation,20412,Rebel Without A Cause - A Classic Film Series Presentation,7/6/2014,111,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Drama
22443,Bonnie and Clyde - A Classic Film Series Presentation,20411,Bonnie and Clyde - A Classic Film Series Presentation,6/8/2014,111,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Drama
22442,An American in Paris - A Classic Film Series Presentation,20410,An American in Paris - A Classic Film Series Presentation,5/12/2014,113,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Comedy
22441,Mr. & Mrs. Smith - A Most Wanted Movies Presentation,20409,Mr. & Mrs. Smith - A Most Wanted Movies Presentation,6/22/2014,120,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Action
22440,Predator - A Most Wanted Movies Presentation,20408,Predator - A Most Wanted Movies Presentation,5/25/2014,105,English,English,Wide,Alt Prog Film Event,0,0,B,Adult,0,Action
22439,The Princess Bride - A Most Wanted Movies Presentation,20407,The Princess Bride - A Most Wanted Movies Presentation,4/21/2014,103,English,English,Ltd,Alt Prog Film Event,0,0,B,Family,0,Comedy
22438,Hot Tub Time Machine 2,20406,Hot Tub Time Machine 2,2/20/2015,93,English,English,Wide,Film Presentation,0,0,B,Adult,0,Comedy
22437,Beijing Love Story (Mandarin w/Chinese & English s.t.),20405,Beijing Love Story (Mandarin w/Chinese & English s.t.),2/14/2014,122,Mandarin,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22436,The Secret Life Of Pets,20404,The Secret Life Of Pets,7/8/2016,91,English,English,Wide,Film Presentation,0,0,A,Family,0,Comedy
22435,Crimson Peak,20403,Crimson Peak,10/16/2015,120,English,English,Wide,Film Presentation,0,0,B,Adult,0,Period
22434,Pitch Perfect 2,20402,Pitch Perfect 2,5/15/2015,115,English,English,Wide,Film Presentation,0,0,A,Adult,0,Comedy
22433,Everest ,20401,Everest,9/18/2015,122,English,English,Wide,Film Presentation,0,0,B,Adult,0,Drama
22432,A Walk Among The Tombstones,20400,A Walk Among The Tombstones,9/19/2014,114,English,English,Wide,Film Presentation,0,0,B,Adult,0,Adaptation
22431,"As Above, So Below",20399,"As Above, So Below",8/29/2014,94,English,English,Wide,Film Presentation,0,0,B,Adult,0,Thriller
22430,The Nfinity Champions League Cheerleading Event,20398,The Nfinity Champions League Cheerleading Event,4/10/2014,130,English,English,Wide,Sporting Event,0,0,B,Family,0,Unknown
22429,Irreplaceable,20397,Irreplaceable,5/7/2014,110,English,English,Ltd,Documentary,0,0,B,Family,0,Documentary
22428,Elton John - The Million Dollar Piano,20396,Elton John - The Million Dollar Piano,3/26/2014,120,English,English,Ltd,Concert,0,0,B,Adult,0,Musical
22427,Les apparences,20168,Gone Girl,10/3/2014,148,French,French,Wide,Film Presentation,0,0,B,Adult,0,Drama
22426,Brasserie romantique,20395,Brasserie romantique,2/6/2015,102,French,French,Ltd,Film Presentation,0,0,B,Adult,0,Comedy
22425,Chinese Puzzle (French w/e.s.t.),20334,Chinese Puzzle (French w/e.s.t.),4/25/2014,117,French,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22424,Gloria (v.f.),20238,Gloria (Spanish w/e.s.t.),2/14/2014,110,French,French,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22423,Moms' Night Out,20394,Moms' Night Out,5/9/2014,100,English,English,Wide,Film Presentation,0,0,A,Adult,0,Comedy
22422,Kirpaan-The Sword Of Honour (Punjabi w/e.s.t.),20393,Kirpaan-The Sword Of Honour (Punjabi w/e.s.t.),2/7/2014,138,Punjabi,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22421,Gunday (Hindi w/e.s.t.),20392,Gunday (Hindi w/e.s.t.),2/14/2014,153,Hindi,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22420,Transcendence: The IMAX Experience?,19572,Transcendence,4/18/2014,120,English,English,Wide,Film Presentation,1,0,A,Adult,0,Drama
22419,Blue Ruin,20390,Blue Ruin,4/25/2014,90,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Thriller
22418,The Raid 2: Berandal (Indonesian w/e.s.t.),20389,The Raid 2: Berandal (Indonesian w/e.s.t.),4/11/2014,150,Indonesian,English,Ltd,Film Presentation,0,0,B,Adult,0,Action
22417,The Unknown Known: The Life And Times Of Donald Rumsfeld,20388,The Unknown Known: The Life And Times Of Donald Rumsfeld,4/4/2014,103,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Documentary
22416,Cheap Thrills - A Sinister Cinema Presentation,20387,Cheap Thrills - A Sinister Cinema Presentation,3/27/2014,85,English,English,Ltd,Alt Prog Film Event,0,0,B,Adult,0,Comedy
22415,A Small Family Business ENCORE - National Theatre Live,20386,A Small Family Business ENCORE - National Theatre Live,7/12/2014,175,English,English,Ltd,Stage Performance,0,0,B,Adult,0,Drama
22414,A Small Family Business - National Theatre Live,20386,A Small Family Business ENCORE - National Theatre Live,6/12/2014,175,English,English,Ltd,Stage Performance,0,0,B,Adult,0,Drama
22413,Exclusive Premiere Screening of Moulin Rouge? ?The Ballet,20385,Exclusive Premiere Screening of Moulin Rouge? ?The Ballet,2/20/2014,140,English,English,Excl,Stage Performance,0,0,B,Adult,0,Adaptation
22412,Leave Her to Heaven - A Film 101 Presentation,20384,Leave Her to Heaven - A Film 101 Presentation,2/11/2014,110,English,English,Excl,Alt Prog Film Event,0,0,B,Adult,0,Drama
22411,Prisoners ,20383,Prisoners ,2/14/2014,153,English,English,Excl,Alt Prog Film Event,0,0,B,Adult,0,Drama
22410,Captain Phillips,20382,Captain Phillips,2/21/2014,134,English,English,Excl,Alt Prog Film Event,0,0,B,Adult,0,Drama
22409,Jackass Presents: Bad Grandpa,20381,Jackass Presents: Bad Grandpa,2/7/2014,132,English,English,Excl,Alt Prog Film Event,0,0,B,Adult,0,Comedy
22408,Highway (Hindi w/e.s.t.),20380,Highway (Hindi w/e.s.t.),2/21/2014,145,Hindi,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22407,The Attorney (Korean w/e.s.t.),20379,The Attorney (Korean w/e.s.t.),2/7/2014,127,Korean,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22406,Star Trek: Into Darkness,20378,Star Trek: Into Darkness,2/21/2014,132,English,English,Excl,Alt Prog Film Event,0,0,B,Adult,0,Adaptation
22405,Blue Jasmine,20377,Blue Jasmine,1/31/2014,98,English,English,Excl,Alt Prog Film Event,0,0,B,Adult,0,Drama
22404,All Is Lost,20376,All Is Lost,2/14/2014,106,English,English,Excl,Alt Prog Film Event,0,0,B,Adult,0,Drama
22403,Rush,20375,Rush,2/7/2014,123,English,English,Excl,Alt Prog Film Event,0,0,B,Adult,0,Drama
22402,Lee Daniels' The Butler,20374,Lee Daniels' The Butler,1/31/2014,132,English,English,Excl,Alt Prog Film Event,0,0,B,Adult,0,Drama
22401,"Alexandre et sa journe pouvantablement terrible, horrible et affreuse",19879,"Alexander And The Terrible, Horrible, No Good, Very Bad Day",10/10/2014,81,French,French,Wide,Film Presentation,0,0,A,Family,0,Comedy
22400,Jeune et jolie,20373,Young And Beautiful (French w/e.s.t.),6/6/2014,95,French,French,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22399,Un week-end  Paris,20341,Le Weekend,4/18/2014,93,French,French,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22398,Stalingrad: An IMAX 3D Experience? (Russian & German w/e.s.t.),20372,Stalingrad (Russian & German w/e.s.t.),2/28/2014,131,Russian,English,Ltd,Film Presentation,1,0,A,Adult,0,Drama
22397,Miss Granny (Korean w/e.s.t.),20371,Miss Granny (Korean w/e.s.t.),1/31/2014,124,Korean,English,Ltd,Film Presentation,0,0,B,Adult,0,Comedy
22396,Bride For Rent (Filipino w/e.s.t.),20370,Bride For Rent (Filipino w/e.s.t.),1/31/2014,111,Filipino,English,Ltd,Film Presentation,0,0,B,Family,0,Comedy
22395,Hasee Toh Phasee (Hindi w/e.s.t.),20369,Hasee Toh Phasee (Hindi w/e.s.t.),2/7/2014,140,Hindi,English,Ltd,Film Presentation,0,0,B,Adult,0,Comedy
22394,Romeo and Juliet,20367,Romeo & Juliet,3/6/2014,160,English,English,Ltd,Stage Performance,0,0,B,Adult,0,Family
22393,Jai Ho (Hindi w/e.s.t.),20366,Jai Ho (Hindi w/e.s.t.),1/24/2014,143,Hindi,English,Ltd,Film Presentation,0,0,B,Adult,0,Action
22392,The Curious Incident of the Dog in the Night-Time ENCORE - National Theatre Live,18956,The Curious Incident of the Dog in the Night-Time - National Theatre Live,5/22/2014,165,English,English,Ltd,Stage Performance,0,0,B,Family,0,Drama
22391,The Good Lie,20364,The Good Lie,10/3/2014,110,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22390,Third Person,20363,Third Person,12/31/9999,999,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22389,The Double,20362,The Double,6/13/2014,93,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22388,Stay,20361,Stay,3/14/2014,99,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22387,Le repchage,20289,Draft Day,4/11/2014,110,French,French,Wide,Film Presentation,0,0,A,Adult,0,Drama
22386,"Tel pre, tel fils",20360,"Like Father, Like Son (Japanese w/e.s.t.)",3/14/2014,120,French,French,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22385,"Like Father, Like Son (Japanese w/e.s.t.)",20360,"Like Father, Like Son (Japanese w/e.s.t.)",3/7/2014,120,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22384,9 mois ferme,20359,9 Months Stretch (French w/e.s.t.),4/4/2014,82,French,French,Ltd,Film Presentation,0,0,B,Adult,0,Comedy
22383,Ennemi,20358,Enemy,3/14/2014,90,French,French,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22382,Enemy,20358,Enemy,3/14/2014,90,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22381,La garde,20357,La garde,4/4/2014,90,French,French,Wide,Film Presentation,0,0,B,Adult,0,Drama
22380,L'ange gardien,20356,L'ange gardien,3/7/2014,94,French,French,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22379,Trois jours pour tuer,20391,Trois jours pour tuer,12/31/9999,999,French,French,Wide,Film Presentation,0,0,B,Adult,0,Action
22378,En solitaire,20355,En Solitaire (French w/e.s.t.),4/18/2014,96,French,French,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22377,Frozen Sing Along,18391,Frozen,1/31/2014,108,English,English,Wide,Film Presentation,0,0,B,Family,0,Drama
22376,The Drop,20354,The Drop,9/12/2014,107,English,English,Wide,Film Presentation,0,0,B,Adult,0,Drama
22375,Sing,20353,Sing,12/21/2016,108,English,English,Wide,Film Presentation,0,0,A,Family,0,Comedy
22374,Dr. Seuss' The Grinch,20352,Dr. Seuss' The Grinch,11/9/2018,86,English,English,Wide,Film Presentation,0,1,A,Family,0,Comedy
22373,Despicable Me 3,20351,Despicable Me 3,6/30/2017,90,English,English,Wide,Film Presentation,0,1,A,Family,0,Comedy
22372,War For The Planet Of The Apes,20350,War For The Planet Of The Apes,7/14/2017,140,English,English,Wide,Film Presentation,0,1,A,Adult,0,Action
22371,Poltergeist,20349,Poltergeist,5/22/2015,91,English,English,Wide,Film Presentation,0,0,B,Adult,0,Horror
22370,Let's Be Cops,20348,Let's Be Cops,8/13/2014,105,English,English,Wide,Film Presentation,0,0,B,Adult,0,Comedy
22369,King Lear ENCORE - National Theatre Live (2014),20347,King Lear - National Theatre Live (2014),5/31/2014,228,English,English,Ltd,Stage Performance,0,0,B,Adult,0,Drama
22368,King Lear - National Theatre Live (2014),20347,King Lear - National Theatre Live (2014),5/1/2014,228,English,English,Ltd,Stage Performance,0,0,B,Adult,0,Drama
22367,Karle Pyaar Karle (Hindi w/e.s.t.),20346,Karle Pyaar Karle (Hindi w/e.s.t.),1/17/2014,125,Hindi,English,Ltd,Film Presentation,0,0,B,Adult,0,Action
22366,Down River,20345,Down River,3/14/2014,92,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
22365,Trainwreck,20344,Trainwreck,7/17/2015,125,English,English,Wide,Film Presentation,0,0,B,Adult,0,Comedy
22364,Big Eyes,20343,Big Eyes,12/25/2014,106,English,English,Wide,Film Presentation,0,0,B,Adult,0,Drama
22363,If I Stay,20342,If I Stay,8/22/2014,103,English,English,Wide,Film Presentation,0,0,B,Adult,0,Drama
22362,Le Weekend,20341,Le Weekend,3/21/2014,93,English,English,Ltd,Film Presentation,0,0,B,Adult,0,Drama
