CINEPLEX_D_Membership_ID,Visit_Date_count,Visit_Date_min,Visit_Date_max,Visit_Date_Week_min,Visit_Date_Week_max,Visit_TimeSlice_ID_min,Visit_TimeSlice_ID_mean,Visit_TimeSlice_ID_mode,Visit_TimeSlice_ID_max,TimeSlice_ID_mean,TimeSlice_ID_max,TimeSlice_ID_mode,Location_ID_nunique,Location_ID_mode,City_nunique,City_mode,Auditorium_Experience_ID_nunique,Auditorium_Experience_ID_mode,Seating_Experience_ID_nunique,Seating_Experience_ID_mode,Sales_Channel_ID_nunique,Sales_Channel_ID_mode,Performance_Experience_ID_nunique,Performance_Experience_ID_mode,Performance_Type_ID_nunique,Performance_Type_ID_mode,Film_ID_nunique,Film_ID_mode,Film_Runtime_mean,Film_Runtime_max,Is_VIP_mean,Is_VIP_max,Language_mode,Genre_Hierarchy_1_nunique,Genre_Hierarchy_1_mode,Spend_min,Spend_mean,Spend_max,Spend_sum,Discount_mean,Has_US_Is_LrgPopcorn_sum,Has_US_Is_LrgPopcorn_mean,Has_US_Is_LrgPopcorn_max,Has_US_Is_Butter_sum,Has_US_Is_Butter_mean,Has_US_Is_Butter_max,Has_US_Is_Alcohol_sum,Has_US_Is_Alcohol_mean,Has_US_Is_Alcohol_max,Has_US_Is_Candy_sum,Has_US_Is_Candy_mean,Has_US_Is_Candy_max,Has_US_Is_Kiddietray_sum,Has_US_Is_Kiddietray_mean,Has_US_Is_Kiddietray_max,Has_US_Is_Voucher_sum,Has_US_Is_Voucher_mean,Has_US_Is_Voucher_max,Has_US_Is_MenuFood_sum,Has_US_Is_MenuFood_mean,Has_US_Is_MenuFood_max,Has_US_Is_Coffee_sum,Has_US_Is_Coffee_mean,Has_US_Is_Coffee_max,CINEPLEX_Item_ID_count,CINEPLEX_Item_ID_nunique,CINEPLEX_Item_ID_mode,CINEPLEX_Item_Description_mode,US_Is_LrgPopcorn_sum,US_Is_LrgPopcorn_mean,US_Is_Butter_sum,US_Is_Butter_mean,US_Is_Alcohol_sum,US_Is_Alcohol_mean,US_Is_Candy_sum,US_Is_Candy_mean,US_Is_Kiddietray_sum,US_Is_Kiddietray_mean,US_Is_Voucher_sum,US_Is_Voucher_mean,US_Is_MenuFood_sum,US_Is_MenuFood_mean,US_Is_Coffee_sum,US_Is_Coffee_mean
5583593,5,2019-09-22,2019-12-30,38,52,23,26,23,32,26,32,23,1,7420,1,Mississauga,2,1,2,1,3,8,2,1,2,1,5,0,95,169,0,0,English,5,Action,0,22.946,39.74,114.73,2.554,0,0,0,0,0,0,0,0,0,1,0.2,1,1,0.2,1,0,0,0,2,0.4,1,0,0,0,16,7,0,<Unknown>,0,0,0,0,0,0,2,0.125,2,0.125,0,0,3,0.1875,0,0
7500799,5,2019-02-17,2019-10-14,7,41,15,24,26,27,24,27,26,3,7253,1,Toronto,2,1,2,1,2,8,3,1,2,1,5,0,103,182,0,0,English,5,Action,11.76,24.766,54.94,123.83,2.752,0,0,0,1,0.2,1,0,0,0,1,0.2,1,0,0,0,0,0,0,1,0.2,1,0,0,0,25,13,0,<Unknown>,0,0,1,0.04,0,0,1,0.04,0,0,0,0,2,0.08,0,0
7251756,5,2019-04-27,2019-08-30,16,34,25,28.4,25,34,28.4,34,25,3,7253,3,Scarborough,2,1,2,1,2,12,2,1,1,1,4,22997,169.6,182,0,0,English,2,Action,0,14.716,45.09,73.58,1.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7498311,5,2019-01-26,2019-09-08,3,36,17,22.4,26,26,22.4,26,26,1,7408,1,Vaughan,2,1,2,1,1,8,2,1,2,1,5,0,86.8,125,0,0,English,3,Comedy,7.49,12.794,16.33,63.97,1.418,0,0,0,0,0,0,0,0,0,5,1,1,5,1,1,0,0,0,0,0,0,0,0,0,19,4,93755,VHO CNDY - M&M MINI,0,0,0,0,0,0,5,0.263157895,5,0.263157895,0,0,0,0,0,0
5600601,5,2019-03-16,2019-12-28,10,51,19,23.8,19,28,23.8,28,19,2,7130,2,Toronto,4,4,3,1,2,12,3,1,2,1,5,0,109.2,182,0.8,1,English,4,Action,33.25,51.474,70.61,257.37,5.728,1,0.2,1,3,0.6,1,1,0.2,1,2,0.4,1,0,0,0,0,0,0,2,0.4,1,0,0,0,43,19,0,<Unknown>,1,0.023255814,6,0.139534884,2,0.046511628,2,0.046511628,0,0,0,0,4,0.093023256,0,0
9853342,5,2019-03-15,2019-11-30,10,47,16,29,33,34,29,34,33,3,7122,2,Mississauga,3,0,3,0,1,8,3,0,2,0,3,0,50.4,130,0,0,<None>,2,Unknown,7.49,27.408,59.7,137.04,3.044,2,0.4,1,1,0.2,1,0,0,0,1,0.2,1,0,0,0,0,0,0,1,0.2,1,0,0,0,17,8,0,<Unknown>,2,0.117647059,1,0.058823529,0,0,1,0.058823529,0,0,0,0,1,0.058823529,0,0
10032049,5,2019-07-08,2019-12-08,27,49,11,18.8,15,27,18.8,27,15,2,7117,1,Guelph,4,1,4,1,3,8,3,1,3,1,5,0,107.2,169,0,0,English,4,Action,12.48,32.076,60.11,160.38,3.562,2,0.4,1,0,0,0,0,0,0,2,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,29,6,0,<Unknown>,2,0.068965517,0,0,0,0,2,0.068965517,0,0,0,0,0,0,0,0
5604457,5,2019-02-23,2019-08-30,7,34,13,18.4,13,26,18.4,26,13,2,6107,2,Saint John,2,1,3,0,3,8,2,1,2,1,4,0,78.4,172,0,0,English,3,Adaptation,6.25,26.862,53.87,134.31,2.986,3,0.6,1,2,0.4,1,0,0,0,1,0.2,1,0,0,0,0,0,0,1,0.2,1,0,0,0,25,8,0,<Unknown>,3,0.12,3,0.12,0,0,1,0.04,0,0,0,0,2,0.08,0,0
540559,5,2019-04-12,2019-11-15,14,45,13,22,13,31,22,31,13,1,7406,1,Toronto,2,2,2,2,2,4,2,1,1,1,5,21683,106.4,132,0,0,English,2,Comedy,0,21.154,37.59,105.77,2.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6190012,5,2019-02-19,2019-09-29,7,39,14,20.2,14,29,20.2,29,14,2,3152,1,Calgary,2,1,2,1,3,8,2,1,2,1,5,0,91.8,133,0.2,1,English,4,Action,0,25.002,58.98,125.01,2.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,1,1,0.2,1,19,6,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,0,0,4,0.210526316,2,0.105263158
5621569,5,2019-05-09,2019-06-03,18,22,14,23.2,27,27,23.2,27,27,2,7420,2,Mississauga,1,0,1,0,1,8,1,0,1,0,1,0,0,0,0,0,<None>,1,Unknown,8.66,10.694,12.18,53.47,1.192,0,0,0,1,0.2,1,0,0,0,0,0,0,0,0,0,1,0.2,1,1,0.2,1,0,0,0,10,5,93846,VHO CORN - POPCORN REGULAR 130oz.,0,0,2,0.2,0,0,0,0,0,0,1,0.1,1,0.1,0,0
7254489,5,2019-10-22,2019-12-14,42,49,13,20.8,13,28,20.8,28,13,2,7298,1,Toronto,2,1,3,2,1,12,3,1,1,1,5,24181,114,128,0.2,1,English,4,Adaptation,0,18.146,37.14,90.73,2.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9853786,5,2019-09-03,2019-11-19,35,46,26,28.6,28,32,28.6,32,28,2,9109,1,MontrÂal,2,1,3,1,2,2,2,1,1,1,5,28116,128.2,171,0,0,English,4,Action,12.16,19.336,45.4,96.68,2.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243065,5,2019-03-09,2019-12-08,9,49,10,18.4,18,26,18.4,26,18,2,7296,2,Kitchener,2,0,3,0,2,8,2,0,2,0,3,0,57.4,152,0.8,1,<None>,3,Unknown,26.65,48.986,68.46,244.93,5.436,5,1,1,4,0.8,1,1,0.2,1,1,0.2,1,0,0,0,1,0.2,1,1,0.2,1,0,0,0,51,17,93853,VHO CORN - BUTTER - LARGE,10,0.196078431,14,0.274509804,1,0.019607843,1,0.019607843,0,0,1,0.019607843,2,0.039215686,0,0
6183990,5,2019-01-05,2019-12-30,0,52,22,27.2,22,34,27.2,34,22,5,3001,3,Edmonton,4,1,3,1,2,8,3,2,2,1,4,29490,96,130,0.4,1,English,3,Adaptation,0,23.484,70,117.42,2.602,2,0.4,1,0,0,0,0,0,0,2,0.4,1,0,0,0,0,0,0,1,0.2,1,0,0,0,20,9,0,<Unknown>,2,0.1,0,0,0,0,2,0.1,0,0,0,0,1,0.05,0,0
274087,5,2019-01-04,2019-12-12,0,49,23,29.4,23,36,29.4,36,23,2,3140,2,Medicine Hat,1,1,2,1,1,8,2,2,2,1,5,0,94.8,128,0,0,English,4,Action,13.32,37.8,87.44,189,4.192,1,0.2,1,0,0,0,0,0,0,3,0.6,1,0,0,0,2,0.4,1,0,0,0,0,0,0,31,10,0,<Unknown>,1,0.032258065,0,0,0,0,5,0.161290323,0,0,4,0.129032258,0,0,0,0
274791,5,2019-02-14,2019-05-28,6,21,26,32,33,37,32,37,33,1,1145,1,Vancouver,3,4,2,1,3,12,3,1,2,1,5,0,111.8,182,1,1,English,3,Action,8.14,38.188,65.25,190.94,4.246,2,0.4,1,2,0.4,1,2,0.4,1,0,0,0,0,0,0,0,0,0,3,0.6,1,0,0,0,31,12,0,<Unknown>,2,0.064516129,4,0.129032258,2,0.064516129,0,0,0,0,0,0,5,0.161290323,0,0
5543096,5,2019-02-06,2019-07-16,5,28,20,24,21,31,24,31,21,4,9185,2,MontrÂal,1,1,1,1,2,8,1,1,1,1,5,24975,124.2,147,0.4,1,English,5,Adaptation,12.16,31.226,46.96,156.13,3.468,2,0.4,1,2,0.4,1,0,0,0,2,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,24,9,0,<Unknown>,2,0.083333333,2,0.083333333,0,0,2,0.083333333,0,0,0,0,0,0,0,0
9936914,5,2019-04-26,2019-10-06,16,40,27,30.4,33,33,30.4,33,33,2,1151,2,West Vancouver,2,4,1,1,2,12,1,1,1,1,5,22997,145.6,182,1,1,English,2,Action,26.64,47.052,82.98,235.26,5.226,1,0.2,1,1,0.2,1,1,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,0,<Unknown>,1,0.037037037,2,0.074074074,2,0.074074074,0,0,0,0,0,0,0,0,0,0
6036648,5,2019-07-02,2019-09-24,26,38,26,28,26,32,28,32,26,1,9188,1,Rock Forest,1,1,1,1,2,8,1,1,1,1,5,30053,120.8,169,0,0,French,3,Adaptation,14.57,18.978,23.3,94.89,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5852376,5,2019-04-13,2019-12-07,14,48,14,23,14,28,23,28,14,2,6110,2,Dieppe,2,1,2,1,2,8,2,1,2,1,5,0,88.2,121,0,0,English,3,Drama,10.65,26.224,52.05,131.12,2.914,0,0,0,0,0,0,0,0,0,3,0.6,1,1,0.2,1,0,0,0,0,0,0,0,0,0,35,15,0,<Unknown>,0,0,0,0,0,0,4,0.114285714,1,0.028571429,0,0,0,0,0,0
6031633,5,2019-01-12,2019-10-06,1,40,26,31.4,33,34,31.4,34,33,2,7130,2,Toronto,3,1,1,1,2,8,1,1,1,1,5,24975,123.8,135,0.8,1,English,5,Action,0,30.388,53.94,151.94,3.37,3,0.6,1,2,0.4,1,1,0.2,1,1,0.2,1,0,0,0,0,0,0,3,0.6,1,0,0,0,39,18,0,<Unknown>,4,0.102564103,6,0.153846154,1,0.025641026,1,0.025641026,0,0,0,0,5,0.128205128,0,0
9982077,5,2019-06-19,2019-07-24,24,29,32,35,33,39,35,39,33,1,1136,1,Surrey,2,1,2,1,2,12,3,0,2,1,4,0,81.2,174,0,0,<None>,4,Unknown,0,6.218,12.86,31.09,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7403006,5,2019-04-22,2019-12-24,16,51,12,20.8,22,29,20.8,29,22,3,3138,1,Calgary,2,1,3,1,1,8,2,1,2,1,5,0,99.4,169,0,0,English,4,Adaptation,8.66,27.174,49.5,135.87,3.024,1,0.2,1,0,0,0,0,0,0,2,0.4,1,0,0,0,1,0.2,1,0,0,0,0,0,0,20,6,0,<Unknown>,1,0.05,0,0,0,0,2,0.1,0,0,1,0.05,0,0,0,0
7383195,5,2019-03-31,2019-09-21,13,37,17,20.2,19,26,20.2,26,19,1,7257,1,Windsor,2,1,2,1,3,8,2,1,1,1,5,22997,155.6,182,0,0,English,3,Action,29.01,53.032,105.18,265.16,5.888,3,0.6,1,0,0,0,1,0.2,1,3,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,28,10,0,<Unknown>,3,0.107142857,0,0,1,0.035714286,3,0.107142857,0,0,0,0,0,0,0,0
9979185,5,2019-07-04,2019-09-08,26,36,20,25.6,20,33,25.6,33,20,1,1136,1,Surrey,2,0,2,0,2,8,3,0,2,0,3,0,56.8,155,0,0,<None>,3,Unknown,0,16.452,45.74,82.26,1.83,1,0.2,1,1,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,<Unknown>,1,0.05,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0
5882543,5,2019-04-06,2019-09-07,13,35,27,33,27,39,33,39,27,2,1142,2,Pitt Meadows,3,1,3,1,2,8,3,1,2,1,5,0,104.6,169,0,0,English,4,Adaptation,12.62,18.576,28.54,92.88,2.068,0,0,0,1,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,<Unknown>,0,0,1,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0
7374560,5,2019-02-10,2019-09-15,6,37,13,19.2,13,29,19.2,29,13,2,7413,2,Burlington,2,1,2,1,1,8,2,1,2,1,5,0,83.8,117,0.2,1,English,3,Comedy,26.73,41.006,55.19,205.03,4.55,4,0.8,1,1,0.2,1,0,0,0,5,1,1,3,0.6,1,0,0,0,0,0,0,0,0,0,46,14,0,<Unknown>,4,0.086956522,1,0.02173913,0,0,9,0.195652174,4,0.086956522,0,0,0,0,0,0
5980137,5,2019-01-12,2019-12-25,1,51,17,18.6,18,21,18.6,21,18,3,7411,3,Brampton,2,1,3,0,1,8,2,1,2,1,4,0,66.4,124,0,0,<None>,3,Drama,25.16,51.218,77.22,256.09,5.682,4,0.8,1,2,0.4,1,0,0,0,5,1,1,0,0,0,0,0,0,2,0.4,1,0,0,0,38,16,0,<Unknown>,4,0.105263158,4,0.105263158,0,0,6,0.157894737,0,0,0,0,2,0.052631579,0,0
5972810,5,2019-03-17,2019-10-19,11,41,16,27.4,27,34,27.4,34,27,1,9408,1,Laval,1,1,1,1,2,2,2,1,1,1,5,27419,116.4,122,0,0,English,3,Drama,11.3,22.686,33.9,113.43,2.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,1,0,0,0,0,0,0,12,2,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,1,0.083333333,0,0,0,0
7355952,5,2019-03-09,2019-12-22,9,51,24,27,24,30,27,30,24,2,3144,1,Edmonton,3,2,4,1,2,8,2,2,2,1,5,0,115.2,182,0,0,English,4,Action,8.66,31.776,59.02,158.88,3.53,1,0.2,1,0,0,0,0,0,0,1,0.2,1,0,0,0,3,0.6,1,0,0,0,0,0,0,19,7,0,<Unknown>,1,0.052631579,0,0,0,0,1,0.052631579,0,0,3,0.157894737,0,0,0,0
482038,5,2019-05-22,2019-12-30,20,52,25,31.4,25,36,31.4,36,25,3,3149,1,Edmonton,3,1,2,1,2,8,2,1,2,1,5,0,95,135,0.8,1,English,2,Drama,18.17,52.064,94.98,260.32,5.782,4,0.8,1,4,0.8,1,1,0.2,1,3,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,41,14,0,<Unknown>,4,0.097560976,6,0.146341463,3,0.073170732,3,0.073170732,0,0,0,0,0,0,0,0
9940773,5,2019-04-25,2019-12-19,16,50,14,28,14,35,28,35,14,3,7311,1,Ottawa,4,0,3,0,2,8,4,0,2,1,4,0,88.8,172,0.4,1,English,3,Action,6.99,20.638,42.37,103.19,2.296,0,0,0,0,0,0,0,0,0,1,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,<Unknown>,0,0,0,0,0,0,1,0.066666667,0,0,0,0,0,0,0,0
5964328,5,2019-02-24,2019-11-28,8,47,14,22.4,14,29,22.4,29,14,1,9401,1,MontrÂal,1,1,2,1,2,8,1,1,1,1,5,29562,116.8,169,0,0,French,4,Adaptation,37.49,47.79,61.28,238.95,5.302,3,0.6,1,0,0,0,0,0,0,3,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,35,7,0,<Unknown>,4,0.114285714,0,0,0,0,3,0.085714286,0,0,0,0,0,0,0,0
7372391,5,2019-02-23,2019-08-10,7,31,25,29.2,31,32,29.2,32,31,1,1412,1,Coquitlam,1,1,1,1,2,8,2,2,1,1,5,22997,127.8,182,1,1,English,3,Action,55.45,80.552,120.51,402.76,8.95,1,0.2,1,1,0.2,1,0,0,0,4,0.8,1,1,0.2,1,0,0,0,2,0.4,1,1,0.2,1,45,20,0,<Unknown>,1,0.022222222,1,0.022222222,0,0,10,0.222222222,1,0.022222222,0,0,4,0.088888889,1,0.022222222
5952870,5,2019-03-02,2019-10-26,8,42,16,28,30,33,28,33,30,2,1412,2,Coquitlam,2,4,1,1,1,12,3,1,2,1,5,21746,126.6,182,0.8,1,English,3,Action,37.87,79.416,155.48,397.08,8.828,5,1,1,5,1,1,0,0,0,2,0.4,1,0,0,0,0,0,0,1,0.2,1,0,0,0,70,17,0,<Unknown>,5,0.071428571,11,0.157142857,0,0,2,0.028571429,0,0,0,0,2,0.028571429,0,0
5913618,5,2019-06-23,2019-12-15,25,50,19,24,19,29,24,29,19,3,6161,3,West Royalty,2,1,2,1,2,8,2,1,2,1,5,0,104.6,172,0,0,English,4,Drama,11.68,28.986,42.79,144.93,3.22,1,0.2,1,1,0.2,1,0,0,0,3,0.6,1,1,0.2,1,0,0,0,0,0,0,0,0,0,33,11,0,<Unknown>,1,0.03030303,2,0.060606061,0,0,5,0.151515152,3,0.090909091,0,0,0,0,0,0
9960422,5,2019-10-20,2019-12-15,42,50,22,24.2,22,28,24.2,28,22,2,1422,1,Vancouver,2,1,3,1,1,8,1,1,1,1,5,29558,107.8,130,0,0,English,3,Drama,5.19,13.778,28.06,68.89,1.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5949069,5,2019-06-22,2019-11-30,24,47,20,24.4,27,27,24.4,27,27,3,5145,3,Dartmouth,1,1,2,1,3,8,1,1,2,1,5,24181,122.4,172,0.2,1,English,3,Drama,21.3,37.664,68.58,188.32,4.172,3,0.6,1,0,0,0,0,0,0,2,0.4,1,1,0.2,1,0,0,0,0,0,0,0,0,0,32,12,0,<Unknown>,3,0.09375,0,0,0,0,3,0.09375,2,0.0625,0,0,0,0,0,0
5938407,5,2019-04-13,2019-11-09,14,44,26,29.8,26,33,29.8,33,26,2,9172,1,MontrÂal,1,1,1,1,1,8,1,1,1,1,5,30321,120,138,0,0,French,1,Drama,0,4.222,7.82,21.11,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9942462,5,2019-07-21,2019-10-07,29,40,21,28.4,27,34,28.4,34,27,3,7404,3,Brampton,2,2,1,1,2,2,1,1,1,1,4,31343,126.8,141,0,0,Punjabi,4,Comedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5924721,5,2019-01-09,2019-12-31,1,52,26,28,27,33,28,33,27,1,7138,1,Sarnia,2,2,3,2,2,2,2,2,1,1,5,22997,146.4,182,0,0,English,2,Action,12.83,14.73,18.79,73.65,1.638,0,0,0,1,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,<Unknown>,0,0,1,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0
5934289,5,2019-02-02,2019-11-10,4,45,21,24.4,26,26,24.4,26,26,2,5119,2,Lower Sackville,2,1,2,1,2,8,2,1,2,1,5,0,119.4,182,0,0,English,3,Action,22.86,33.642,43.72,168.21,3.738,5,1,1,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,<Unknown>,5,0.185185185,0,0,0,0,5,0.185185185,0,0,0,0,0,0,0,0
7288719,5,2019-01-11,2019-10-08,1,40,19,28.8,29,36,28.8,36,29,1,3101,1,Lethbridge,1,1,1,1,1,8,1,1,1,1,5,23805,112.2,118,0,0,English,3,Adaptation,9.65,32.442,45.07,162.21,3.61,1,0.2,1,3,0.6,1,0,0,0,3,0.6,1,0,0,0,1,0.2,1,0,0,0,0,0,0,32,13,0,<Unknown>,1,0.03125,4,0.125,0,0,3,0.09375,0,0,1,0.03125,0,0,0,0
7408747,5,2019-03-19,2019-11-24,11,47,18,24.2,18,33,24.2,33,18,3,3103,1,Calgary,2,0,2,0,2,8,2,0,2,0,3,0,47.2,139,0.4,1,<None>,3,Unknown,4.29,50.978,180,254.89,5.664,0,0,0,1,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6,1,0,0,0,29,13,-1,<Unrecognized Item>,0,0,1,0.034482759,0,0,0,0,0,0,0,0,5,0.172413793,0,0
5828376,5,2019-02-01,2019-09-07,4,35,19,26.6,27,32,26.6,32,27,3,7135,2,Barrie,3,1,3,1,1,8,2,1,2,1,5,0,90,169,0,0,English,4,Thriller,6.49,23.876,45.89,119.38,2.654,0,0,0,0,0,0,0,0,0,1,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,<Unknown>,0,0,0,0,0,0,2,0.142857143,0,0,0,0,0,0,0,0
5813973,5,2019-01-09,2019-10-20,1,42,32,32.6,33,33,32.6,33,33,1,7290,1,Stoney Creek,2,1,2,1,2,2,2,1,1,1,5,23805,120,131,0,0,English,3,Action,15.37,34.06,47.41,170.3,3.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,1,22,6,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.045454545
7441764,5,2019-03-08,2019-11-07,9,44,26,31,33,33,31,33,33,3,7122,3,Burlington,2,1,2,1,3,2,2,1,2,1,5,0,87.4,124,0,0,English,4,Comedy,0,16.956,38.58,84.78,1.886,0,0,0,1,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,1,0,0,0,17,10,0,<Unknown>,0,0,1,0.058823529,0,0,0,0,0,0,0,0,1,0.058823529,0,0
7441269,5,2019-02-14,2019-12-24,6,51,9,20.2,9,31,20.2,31,9,2,5130,2,Halifax,1,1,2,1,2,8,2,1,1,1,5,22997,123.8,182,0,0,English,4,Drama,4.99,17.896,26.26,89.48,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,1,0,0,0,0,0,0,15,3,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,1,0.066666667,0,0,0,0
7438762,5,2019-01-15,2019-08-26,2,34,14,16,14,19,16,19,14,3,7263,3,Mississauga,1,1,1,1,1,8,1,1,1,1,4,27415,121.8,131,0.2,1,English,4,Adaptation,7.16,41.376,65.37,206.88,4.6,0,0,0,0,0,0,0,0,0,4,0.8,1,1,0.2,1,0,0,0,3,0.6,1,0,0,0,34,13,0,<Unknown>,0,0,0,0,0,0,5,0.147058824,2,0.058823529,0,0,3,0.088235294,0,0
6102879,5,2019-02-21,2019-11-01,7,43,25,26.8,26,31,26.8,31,26,2,1144,2,Chilliwack,2,2,3,2,1,8,2,1,1,1,5,21746,132.2,182,0,0,English,3,Action,0,34.048,57.08,170.24,3.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473813,5,2019-11-01,2019-12-19,43,50,21,22.6,21,27,22.6,27,21,1,3403,1,Edmonton,3,1,2,4,1,8,2,1,1,1,5,24181,114.6,142,0,0,English,3,Action,0,8.776,28.56,43.88,0.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5743489,5,2019-04-28,2019-10-19,17,41,19,25.6,25,34,25.6,34,25,1,1408,1,Burnaby,2,1,2,1,1,8,2,1,2,1,4,0,96.2,182,0,0,English,3,Action,24.05,44.222,79.77,221.11,4.914,2,0.4,1,3,0.6,1,0,0,0,3,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,<Unknown>,2,0.064516129,3,0.096774194,0,0,3,0.096774194,0,0,0,0,0,0,0,0
7430198,5,2019-01-14,2019-06-29,2,25,15,19,20,24,19,24,20,4,7298,2,Toronto,2,1,1,1,1,8,1,1,1,1,5,27411,120,135,0.2,1,English,3,Drama,7.16,19.604,35.36,98.02,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,1,15,5,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.066666667
10003347,5,2019-05-18,2019-10-13,19,41,13,21,22,25,21,25,22,1,1151,1,West Vancouver,1,1,1,1,2,12,2,1,1,1,5,24975,113.4,128,1,1,English,4,Comedy,22.13,34.372,53.8,171.86,3.824,1,0.2,1,0,0,0,0,0,0,1,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,<Unknown>,1,0.058823529,0,0,0,0,1,0.058823529,0,0,0,0,0,0,0,0
7425158,5,2019-03-17,2019-08-16,11,32,21,24.8,26,26,24.8,26,26,3,7406,1,Toronto,3,1,2,1,1,12,2,1,1,1,5,22997,133.8,182,0.2,1,English,4,Action,0,21.848,47.75,109.24,2.428,1,0.2,1,0,0,0,1,0.2,1,0,0,0,0,0,0,0,0,0,2,0.4,1,0,0,0,19,9,0,<Unknown>,1,0.052631579,0,0,1,0.052631579,0,0,0,0,0,0,3,0.157894737,0,0
6090675,5,2019-02-03,2019-11-24,5,47,9,14,9,20,14,20,9,3,7199,2,Toronto,1,1,1,1,1,8,1,1,1,1,5,29277,125.6,136,0.4,1,English,1,Drama,22.2,25.232,34.93,126.16,2.802,0,0,0,3,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,0,<Unknown>,0,0,5,0.185185185,0,0,0,0,0,0,0,0,0,0,0,0
