CINEPLEX_D_Membership_ID,Visit_Date_count,Visit_Date_min,Visit_Date_max,Visit_Date_Week_min,Visit_Date_Week_max,Visit_TimeSlice_ID_min,Visit_TimeSlice_ID_mean,Visit_TimeSlice_ID_mode,Visit_TimeSlice_ID_max,TimeSlice_ID_mean,TimeSlice_ID_max,TimeSlice_ID_mode,Location_ID_nunique,Location_ID_mode,City_nunique,City_mode,Auditorium_Experience_ID_nunique,Auditorium_Experience_ID_mode,Seating_Experience_ID_nunique,Seating_Experience_ID_mode,Sales_Channel_ID_nunique,Sales_Channel_ID_mode,Performance_Experience_ID_nunique,Performance_Experience_ID_mode,Performance_Type_ID_nunique,Performance_Type_ID_mode,Film_ID_nunique,Film_ID_mode,Film_Runtime_mean,Film_Runtime_max,Is_VIP_mean,Is_VIP_max,Language_mode,Genre_Hierarchy_1_nunique,Genre_Hierarchy_1_mode,Spend_min,Spend_mean,Spend_max,Spend_sum,Discount_mean,Has_US_Is_LrgPopcorn_sum,Has_US_Is_LrgPopcorn_mean,Has_US_Is_LrgPopcorn_max,Has_US_Is_Butter_sum,Has_US_Is_Butter_mean,Has_US_Is_Butter_max,Has_US_Is_Alcohol_sum,Has_US_Is_Alcohol_mean,Has_US_Is_Alcohol_max,Has_US_Is_Candy_sum,Has_US_Is_Candy_mean,Has_US_Is_Candy_max,Has_US_Is_Kiddietray_sum,Has_US_Is_Kiddietray_mean,Has_US_Is_Kiddietray_max,Has_US_Is_Voucher_sum,Has_US_Is_Voucher_mean,Has_US_Is_Voucher_max,Has_US_Is_MenuFood_sum,Has_US_Is_MenuFood_mean,Has_US_Is_MenuFood_max,Has_US_Is_Coffee_sum,Has_US_Is_Coffee_mean,Has_US_Is_Coffee_max,CINEPLEX_Item_ID_count,CINEPLEX_Item_ID_nunique,CINEPLEX_Item_ID_mode,CINEPLEX_Item_Description_mode,US_Is_LrgPopcorn_sum,US_Is_LrgPopcorn_mean,US_Is_Butter_sum,US_Is_Butter_mean,US_Is_Alcohol_sum,US_Is_Alcohol_mean,US_Is_Candy_sum,US_Is_Candy_mean,US_Is_Kiddietray_sum,US_Is_Kiddietray_mean,US_Is_Voucher_sum,US_Is_Voucher_mean,US_Is_MenuFood_sum,US_Is_MenuFood_mean,US_Is_Coffee_sum,US_Is_Coffee_mean
8795414,14,2019-01-11,2019-12-31,1,52,28,30.42857143,30,35,30.42857143,35,30,4,3152,1,Calgary,4,1,3,1,2,8,2,1,2,1,13,0,102.5714286,172,0.142857143,1,English,5,Drama,0,19.30928571,101.14,270.33,2.145714286,12,0.857142857,1,11,0.785714286,1,0,0,0,1,0.071428571,1,0,0,0,12,0.857142857,1,1,0.071428571,1,0,0,0,89,15,0,<Unknown>,12,0.134831461,21,0.235955056,0,0,1,0.011235955,0,0,12,0.134831461,5,0.056179775,0,0
3515616,14,2019-03-26,2019-12-13,12,49,10,15.28571429,16,20,15.28571429,20,16,1,7424,1,Ottawa,2,1,3,1,2,8,1,1,1,1,14,22999,127.7857143,172,0,0,English,4,Drama,0,16.55857143,33.32,231.82,1.841428571,0,0,0,1,0.071428571,1,0,0,0,3,0.214285714,1,0,0,0,0,0,0,2,0.142857143,1,0,0,0,47,13,0,<Unknown>,0,0,1,0.021276596,0,0,3,0.063829787,0,0,0,0,2,0.042553191,0,0
7266948,14,2019-01-13,2019-12-30,2,52,14,23.35714286,27,28,23.35714286,28,27,7,7139,3,Toronto,5,1,4,1,2,8,4,2,3,1,12,0,117.2857143,182,0.714285714,1,English,6,Drama,17.57,55.22142857,117,773.1,6.138571429,3,0.214285714,1,1,0.071428571,1,5,0.357142857,1,3,0.214285714,1,0,0,0,0,0,0,4,0.285714286,1,0,0,0,95,28,0,<Unknown>,3,0.031578947,2,0.021052632,9,0.094736842,3,0.031578947,0,0,0,0,11,0.115789474,0,0
1194582,14,2019-01-01,2019-12-14,0,49,14,21.71428571,27,27,21.71428571,27,27,2,7298,1,Toronto,3,1,2,1,1,8,3,1,2,1,14,24977,125.7142857,172,0,0,English,5,Drama,16.33,23.935,42.12,335.09,2.655,1,0.071428571,1,1,0.071428571,1,0,0,0,11,0.785714286,1,11,0.785714286,1,0,0,0,0,0,0,0,0,0,65,6,0,<Unknown>,1,0.015384615,1,0.015384615,0,0,11,0.169230769,11,0.169230769,0,0,0,0,0,0
3062463,14,2019-04-27,2019-12-27,16,51,17,27.5,27,33,27.5,33,27,2,7413,2,Burlington,3,1,4,1,3,8,3,1,2,1,12,0,110.8571429,182,0.071428571,1,English,5,Action,5.19,23.45714286,47.26,328.4,2.608571429,3,0.214285714,1,0,0,0,0,0,0,6,0.428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,43,10,0,<Unknown>,3,0.069767442,0,0,0,0,6,0.139534884,0,0,0,0,0,0,0,0
6789348,14,2019-01-13,2019-12-29,2,52,16,26.5,27,32,26.5,32,27,7,7420,5,Mississauga,3,1,3,1,3,12,2,1,1,1,14,21676,119.8571429,172,0.214285714,1,English,7,Adaptation,0,20.50142857,178.64,287.02,2.283571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.071428571,1,0,0,0,46,5,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02173913,0,0
6492336,14,2019-01-18,2019-11-15,2,45,21,26,27,28,26,28,27,4,7199,1,Toronto,3,1,3,1,2,8,2,1,2,1,14,0,108.0714286,172,0.857142857,1,English,5,Drama,8.76,36.98285714,88.48,517.76,4.112857143,2,0.142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.285714286,1,0,0,0,62,17,0,<Unknown>,2,0.032258065,0,0,0,0,0,0,0,0,0,0,8,0.129032258,0,0
6489016,14,2019-01-08,2019-08-27,1,34,24,27.42857143,26,32,27.42857143,32,26,1,6161,1,West Royalty,2,1,2,1,1,8,2,1,2,1,14,0,107.5714286,133,0,0,English,6,Drama,10.94,32.10714286,64.58,449.5,3.565,12,0.857142857,1,0,0,0,0,0,0,13,0.928571429,1,0,0,0,0,0,0,0,0,0,0,0,0,91,11,0,<Unknown>,12,0.131868132,0,0,0,0,16,0.175824176,0,0,0,0,0,0,0,0
6485843,14,2019-01-21,2019-12-27,3,51,18,31.07142857,32,39,31.07142857,39,32,4,3403,1,Edmonton,4,1,4,1,2,8,3,1,2,1,12,0,103.5714286,142,0.357142857,1,English,8,Adaptation,0,27.66142857,79.58,387.26,3.074285714,1,0.071428571,1,2,0.142857143,1,0,0,0,2,0.142857143,1,1,0.071428571,1,0,0,0,1,0.071428571,1,0,0,0,77,21,0,<Unknown>,1,0.012987013,4,0.051948052,0,0,2,0.025974026,1,0.012987013,0,0,1,0.012987013,0,0
4525633,14,2019-01-08,2019-12-17,1,50,11,19.57142857,14,31,19.57142857,31,14,4,7420,3,Mississauga,2,1,3,1,4,8,2,1,1,1,12,22997,135.2142857,182,0.142857143,1,English,4,Action,0,21.75714286,42.47,304.6,2.418571429,5,0.357142857,1,4,0.285714286,1,0,0,0,1,0.071428571,1,0,0,0,0,0,0,0,0,0,2,0.142857143,1,48,12,0,<Unknown>,5,0.104166667,4,0.083333333,0,0,1,0.020833333,0,0,0,0,0,0,2,0.041666667
8699641,14,2019-01-04,2019-09-28,0,38,19,30.07142857,33,34,30.07142857,34,33,1,9177,1,St. Foy,2,1,2,1,2,8,2,1,1,1,14,28491,116.8571429,169,0,0,French,5,Action,6.52,27.60142857,94.33,386.42,3.07,0,0,0,0,0,0,0,0,0,2,0.142857143,1,0,0,0,0,0,0,5,0.357142857,1,0,0,0,51,11,0,<Unknown>,0,0,0,0,0,0,2,0.039215686,0,0,0,0,5,0.098039216,0,0
8723439,14,2019-05-03,2019-12-31,17,52,22,26.64285714,27,30,26.64285714,30,27,5,7400,2,Toronto,1,1,2,1,2,8,1,1,1,1,14,28045,116.2142857,152,0.571428571,1,English,7,Drama,0,7.215714286,58.3,101.02,0.802142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,6,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3316354,14,2019-01-05,2019-12-31,0,52,19,29.21428571,30,35,29.21428571,35,30,3,3144,2,Edmonton,4,1,4,1,3,8,4,1,3,1,13,0,107.6428571,182,0.357142857,1,English,6,Action,5.99,24.76214286,49.81,346.67,2.757142857,1,0.071428571,1,1,0.071428571,1,1,0.071428571,1,2,0.142857143,1,0,0,0,0,0,0,5,0.357142857,1,0,0,0,57,20,0,<Unknown>,1,0.01754386,2,0.035087719,1,0.01754386,2,0.035087719,0,0,0,0,6,0.105263158,0,0
5774259,14,2019-01-20,2019-10-07,3,40,23,32.92857143,31,38,32.92857143,38,31,6,3149,1,Edmonton,3,0,3,0,2,8,3,0,2,0,7,0,57.64285714,182,0.642857143,1,<None>,3,Unknown,3.45,47.55071429,235.75,665.71,5.286428571,2,0.142857143,1,5,0.357142857,1,4,0.285714286,1,3,0.214285714,1,0,0,0,0,0,0,3,0.214285714,1,0,0,0,109,32,0,<Unknown>,2,0.018348624,10,0.091743119,5,0.04587156,3,0.027522936,0,0,0,0,8,0.073394495,0,0
3424990,14,2019-04-25,2019-12-19,16,50,24,27.64285714,26,32,27.64285714,32,26,1,7265,1,North Bay,2,0,3,0,2,8,3,0,2,0,6,0,46.14285714,142,0,0,<None>,2,Unknown,14.38,34.91928571,89.93,488.87,3.881428571,8,0.571428571,1,8,0.571428571,1,0,0,0,5,0.357142857,1,0,0,0,0,0,0,3,0.214285714,1,0,0,0,111,20,93846,VHO CORN - POPCORN REGULAR 130oz.,15,0.135135135,19,0.171171171,0,0,7,0.063063063,0,0,0,0,5,0.045045045,0,0
60723,14,2019-01-01,2019-12-22,0,51,15,23.57142857,27,33,23.57142857,33,27,3,7269,3,Cambridge,2,1,3,1,3,8,2,1,2,1,8,0,72.57142857,169,0.357142857,1,English,5,Unknown,0,27.81214286,50,389.37,3.092142857,2,0.142857143,1,2,0.142857143,1,1,0.071428571,1,2,0.142857143,1,0,0,0,1,0.071428571,1,10,0.714285714,1,0,0,0,68,22,0,<Unknown>,2,0.029411765,4,0.058823529,1,0.014705882,2,0.029411765,0,0,1,0.014705882,20,0.294117647,0,0
8096007,14,2019-01-06,2019-12-30,1,52,19,26,28,32,26,32,28,2,1148,2,Abbotsford,3,1,3,1,3,8,3,1,2,1,13,0,112.4285714,155,0.5,1,Punjabi,5,Drama,12.14,36.23,62.25,507.22,4.027142857,3,0.214285714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.214285714,1,0,0,0,64,8,0,<Unknown>,3,0.046875,0,0,0,0,0,0,0,0,0,0,3,0.046875,0,0
4311232,14,2019-01-03,2019-12-28,0,51,14,23.42857143,24,30,23.42857143,30,24,1,3101,1,Lethbridge,2,1,3,1,2,8,3,1,2,1,10,0,78.14285714,143,0,0,English,4,Adaptation,32.86,51.23357143,75.15,717.27,5.703571429,6,0.428571429,1,12,0.857142857,1,0,0,0,9,0.642857143,1,0,0,0,1,0.071428571,1,4,0.285714286,1,0,0,0,162,26,0,<Unknown>,9,0.055555556,39,0.240740741,0,0,9,0.055555556,0,0,1,0.00617284,5,0.030864198,0,0
4303014,14,2019-01-03,2019-11-12,0,45,30,32.5,33,33,32.5,33,33,1,7256,1,Niagara Falls,2,1,2,1,1,8,2,1,1,1,13,22997,128.5714286,182,0,0,English,4,Action,26.54,35.14642857,55.8,492.05,3.894285714,14,1,1,0,0,0,0,0,0,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,76,8,0,<Unknown>,18,0.236842105,0,0,0,0,18,0.236842105,0,0,0,0,0,0,0,0
8747234,14,2019-01-15,2019-12-22,2,51,20,28.35714286,33,33,28.35714286,33,33,2,7411,2,Brampton,3,1,2,1,3,12,3,1,2,1,14,0,124.3571429,174,0,0,Hindi,5,Drama,0,4.46,24.76,62.44,0.496428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.071428571,1,0,0,0,20,2,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0
7140284,14,2019-01-19,2019-12-20,2,50,14,22.07142857,14,32,22.07142857,32,14,2,1408,2,Burnaby,3,1,2,1,3,6,3,1,1,1,14,21683,133.7857143,182,0,0,English,5,Action,0,18.20928571,64.02,254.93,2.027857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.071428571,1,0,0,0,39,8,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,0,0,1,0.025641026,0,0
4747953,14,2019-02-07,2019-11-11,5,45,14,25,28,33,25,33,28,7,7213,4,Markham,4,1,3,1,3,12,4,1,2,1,14,0,107.0714286,182,0.428571429,1,English,7,Action,5.19,21.41357143,42.33,299.79,2.382857143,0,0,0,0,0,0,0,0,0,1,0.071428571,1,0,0,0,0,0,0,1,0.071428571,1,0,0,0,38,6,0,<Unknown>,0,0,0,0,0,0,1,0.026315789,0,0,0,0,1,0.026315789,0,0
3268561,14,2019-02-23,2019-12-15,7,50,9,15.28571429,11,31,15.28571429,31,11,3,4109,1,Saskatoon,3,1,3,1,2,8,2,1,2,1,10,0,71.85714286,152,0.214285714,1,English,6,Unknown,4.93,15.63,43.62,218.82,1.737142857,2,0.142857143,1,0,0,0,0,0,0,2,0.142857143,1,0,0,0,0,0,0,1,0.071428571,1,0,0,0,48,14,0,<Unknown>,2,0.041666667,0,0,0,0,2,0.041666667,0,0,0,0,1,0.020833333,0,0
3252674,14,2019-01-03,2019-12-20,0,50,21,27.5,27,34,27.5,34,27,6,1408,6,Brantford,3,1,4,1,3,8,3,1,2,1,12,27417,113.5714286,142,0.071428571,1,English,8,Action,0,34.16142857,111.94,478.26,3.795,1,0.071428571,1,1,0.071428571,1,0,0,0,1,0.071428571,1,1,0.071428571,1,0,0,0,2,0.142857143,1,0,0,0,53,14,0,<Unknown>,1,0.018867925,1,0.018867925,0,0,1,0.018867925,1,0.018867925,0,0,2,0.037735849,0,0
4277449,14,2019-02-12,2019-11-26,6,47,15,24.78571429,27,33,24.78571429,33,27,3,7420,3,Mississauga,2,3,2,2,1,12,3,3,1,1,14,22997,127.9285714,182,0.142857143,1,English,5,Action,12.74,23.22285714,51.3,325.12,2.587142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6835747,14,2019-01-05,2019-11-23,0,46,22,27.57142857,27,32,27.57142857,32,27,4,7413,3,Burlington,2,1,3,1,2,8,3,1,2,1,13,0,99.5,169,0.285714286,1,English,6,Comedy,0,18.98857143,43.72,265.84,2.108571429,1,0.071428571,1,1,0.071428571,1,1,0.071428571,1,0,0,0,0,0,0,0,0,0,2,0.142857143,1,0,0,0,37,10,0,<Unknown>,1,0.027027027,1,0.027027027,1,0.027027027,0,0,0,0,0,0,2,0.054054054,0,0
4668237,14,2019-01-01,2019-12-29,0,52,15,31.85714286,32,39,31.85714286,39,32,2,1405,2,Langley,4,1,4,1,2,8,4,1,2,1,10,0,77,152,0,0,English,5,Unknown,0,21.00571429,42.84,294.08,2.334285714,6,0.428571429,1,5,0.357142857,1,0,0,0,0,0,0,0,0,0,2,0.142857143,1,0,0,0,0,0,0,54,14,0,<Unknown>,7,0.12962963,7,0.12962963,0,0,0,0,0,0,2,0.037037037,0,0,0,0
4225026,14,2019-01-11,2019-12-21,1,50,14,24.64285714,28,33,24.64285714,33,28,3,7402,1,Toronto,4,2,3,2,4,8,3,1,1,1,14,22999,131.9285714,169,0.214285714,1,English,5,Adaptation,16.8,52.78214286,101.43,738.95,5.875,6,0.428571429,1,0,0,0,0,0,0,6,0.428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,105,12,0,<Unknown>,8,0.076190476,0,0,0,0,8,0.076190476,0,0,0,0,0,0,0,0
1144123,14,2019-01-15,2019-12-20,2,50,17,22.85714286,19,33,22.85714286,33,19,2,7260,2,Etobicoke,3,4,3,1,4,8,2,1,2,1,10,0,95.14285714,172,1,1,English,3,Drama,0,40.87285714,110.84,572.22,4.54,1,0.071428571,1,5,0.357142857,1,8,0.571428571,1,4,0.285714286,1,0,0,0,0,0,0,4,0.285714286,1,0,0,0,86,17,0,<Unknown>,1,0.011627907,11,0.127906977,10,0.11627907,4,0.046511628,0,0,0,0,5,0.058139535,0,0
3191395,14,2019-04-13,2019-11-17,14,46,27,37.42857143,38,40,37.42857143,40,38,4,1405,4,Coquitlam,1,0,1,0,1,8,1,0,1,0,1,0,0,0,0.5,1,<None>,1,Unknown,4.99,18.82071429,70.46,263.49,2.089285714,2,0.142857143,1,3,0.214285714,1,0,0,0,7,0.5,1,0,0,0,0,0,0,3,0.214285714,1,1,0.071428571,1,50,20,93855,VHO CORN - BUTTER - SMALL,2,0.04,4,0.08,0,0,7,0.14,0,0,0,0,6,0.12,1,0.02
4053603,14,2019-03-24,2019-09-25,12,38,21,33.07142857,34,37,33.07142857,37,34,1,3132,1,Red Deer,3,1,4,1,2,8,3,1,2,1,11,0,84.5,182,0,0,English,6,Unknown,0,17.86357143,39.72,250.09,1.987142857,4,0.285714286,1,8,0.571428571,1,0,0,0,2,0.142857143,1,0,0,0,2,0.142857143,1,0,0,0,0,0,0,59,13,0,<Unknown>,4,0.06779661,16,0.271186441,0,0,2,0.033898305,0,0,2,0.033898305,0,0,0,0
554582,14,2019-03-28,2019-12-29,12,52,15,28.35714286,27,35,28.35714286,35,27,4,7411,3,Mississauga,5,1,4,1,2,8,4,1,2,1,13,0,109.8571429,182,0.142857143,1,English,5,Action,13.18,42.585,96.23,596.19,4.732142857,6,0.428571429,1,0,0,0,2,0.142857143,1,0,0,0,0,0,0,0,0,0,4,0.285714286,1,0,0,0,75,13,0,<Unknown>,6,0.08,0,0,3,0.04,0,0,0,0,0,0,8,0.106666667,0,0
5564714,14,2019-01-21,2019-11-08,3,44,23,32.07142857,32,37,32.07142857,37,32,2,1407,2,Mission,2,1,3,1,1,8,2,1,2,1,12,0,108.1428571,182,0,0,English,6,Adaptation,18.67,42.04928571,59.68,588.69,4.674285714,0,0,0,0,0,0,0,0,0,1,0.071428571,1,0,0,0,0,0,0,12,0.857142857,1,0,0,0,87,17,0,<Unknown>,0,0,0,0,0,0,2,0.022988506,0,0,0,0,35,0.402298851,0,0
3330366,14,2019-01-27,2019-12-19,4,50,15,32,33,39,32,39,33,5,1405,4,Vancouver,4,1,4,1,2,12,4,1,2,1,11,0,102.6428571,182,0.071428571,1,English,7,Action,0,17.00928571,36.45,238.13,1.887142857,3,0.214285714,1,1,0.071428571,1,1,0.071428571,1,5,0.357142857,1,0,0,0,0,0,0,0,0,0,0,0,0,37,14,0,<Unknown>,3,0.081081081,1,0.027027027,1,0.027027027,5,0.135135135,0,0,0,0,0,0,0,0
6880102,14,2019-01-01,2019-12-26,0,51,10,19.71428571,15,34,19.71428571,34,15,7,7408,7,Vaughan,4,0,3,0,3,8,4,0,2,0,8,0,59,143,0,0,<None>,6,Unknown,0,38.86214286,80.07,544.07,4.32,8,0.571428571,1,0,0,0,0,0,0,6,0.428571429,1,0,0,0,0,0,0,2,0.142857143,1,0,0,0,78,22,0,<Unknown>,8,0.102564103,0,0,0,0,6,0.076923077,0,0,0,0,3,0.038461538,0,0
5100802,14,2019-01-04,2019-09-19,0,37,20,27.42857143,28,32,27.42857143,32,28,3,9406,1,MontrÂal,3,1,2,1,1,8,4,1,2,1,14,21746,135.5,270,0,0,English,5,Action,4.35,11.03571429,21.52,154.5,1.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9295821,14,2019-01-07,2019-12-13,1,49,9,18.78571429,20,30,18.78571429,30,20,3,3138,1,Calgary,2,1,2,1,1,8,3,1,2,1,13,0,98.85714286,182,0,0,English,5,Comedy,7.7,19.49785714,37.82,272.97,2.165714286,0,0,0,0,0,0,0,0,0,1,0.071428571,1,1,0.071428571,1,0,0,0,1,0.071428571,1,0,0,0,41,9,0,<Unknown>,0,0,0,0,0,0,1,0.024390244,1,0.024390244,0,0,1,0.024390244,0,0
2146015,14,2019-03-09,2019-12-12,9,49,14,23.64285714,21,31,23.64285714,31,21,4,7429,3,Sudbury,2,1,3,1,2,8,2,1,2,1,11,0,83.85714286,169,0.285714286,1,English,6,Unknown,0,18.56214286,29.55,259.87,2.057142857,10,0.714285714,1,0,0,0,2,0.142857143,1,1,0.071428571,1,0,0,0,0,0,0,1,0.071428571,1,0,0,0,49,8,0,<Unknown>,11,0.224489796,0,0,2,0.040816327,1,0.020408163,0,0,0,0,1,0.020408163,0,0
1260649,14,2019-02-02,2019-12-29,4,52,31,34.35714286,32,38,34.35714286,38,32,4,4114,3,Regina,3,1,3,1,3,8,3,1,2,1,11,0,85.14285714,169,0,0,English,6,Adaptation,2.35,36.34357143,80.12,508.81,4.04,4,0.285714286,1,4,0.285714286,1,0,0,0,6,0.428571429,1,1,0.071428571,1,0,0,0,2,0.142857143,1,1,0.071428571,1,80,26,0,<Unknown>,4,0.05,6,0.075,0,0,10,0.125,1,0.0125,0,0,4,0.05,1,0.0125
2144968,14,2019-02-02,2019-12-29,4,52,11,29.14285714,34,34,29.14285714,34,34,2,7289,2,Oshawa,3,1,3,1,2,8,3,2,2,1,12,22997,130.7857143,182,0,0,English,4,Action,6.99,29.38214286,58.14,411.35,3.268571429,6,0.428571429,1,0,0,0,0,0,0,1,0.071428571,1,1,0.071428571,1,0,0,0,0,0,0,0,0,0,60,11,0,<Unknown>,6,0.1,0,0,0,0,1,0.016666667,1,0.016666667,0,0,0,0,0,0
3738152,14,2019-01-17,2019-11-17,2,46,14,20.85714286,15,33,20.85714286,33,15,2,7257,1,Windsor,3,1,3,2,2,2,2,1,1,1,14,23088,124.9285714,172,0,0,English,5,Action,0,14.235,29.6,199.29,1.582142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.071428571,1,25,5,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04
6172792,14,2019-01-15,2019-12-20,2,50,27,30.85714286,27,34,30.85714286,34,27,4,7123,3,Oakville,3,1,3,1,2,8,2,1,2,1,14,0,117.7857143,169,0.642857143,1,English,8,Drama,9.28,24.59785714,41.54,344.37,2.735714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.214285714,1,43,11,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.093023256
8501387,14,2019-01-01,2019-08-05,0,31,15,28.92857143,33,34,28.92857143,34,33,6,7415,4,Ancaster,2,1,2,1,3,2,3,1,1,1,14,21683,119,182,0.285714286,1,English,7,Adaptation,0,16.44357143,27.44,230.21,1.827142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6023394,14,2019-02-26,2019-12-26,8,51,28,32.64285714,32,38,32.64285714,38,32,3,1148,3,Abbotsford,3,1,2,1,1,8,4,1,3,1,13,0,111.3571429,184,0.571428571,1,English,7,Drama,2.48,15.00428571,31.42,210.06,1.671428571,11,0.785714286,1,10,0.714285714,1,0,0,0,0,0,0,0,0,0,9,0.642857143,1,0,0,0,0,0,0,75,12,0,<Unknown>,11,0.146666667,17,0.226666667,0,0,0,0,0,0,10,0.133333333,0,0,0,0
7603374,14,2019-01-25,2019-12-23,3,51,12,24.14285714,32,32,24.14285714,32,32,2,3138,2,Calgary,3,1,4,1,3,8,3,1,2,1,14,0,121.0714286,182,0,0,English,6,Action,0,22.63571429,55.22,316.9,2.519285714,5,0.357142857,1,7,0.5,1,0,0,0,6,0.428571429,1,0,0,0,3,0.214285714,1,0,0,0,0,0,0,82,12,0,<Unknown>,5,0.06097561,13,0.158536585,0,0,6,0.073170732,0,0,3,0.036585366,0,0,0,0
8319552,14,2019-05-11,2019-12-27,18,51,30,34.5,38,40,34.5,40,38,4,1151,3,West Vancouver,3,0,3,0,2,8,2,0,2,0,5,0,36.5,152,0.642857143,1,<None>,4,Unknown,7.98,16.06857143,40.13,224.96,1.783571429,6,0.428571429,1,10,0.714285714,1,0,0,0,4,0.285714286,1,0,0,0,0,0,0,1,0.071428571,1,0,0,0,42,14,93853,VHO CORN - BUTTER - LARGE,6,0.142857143,12,0.285714286,0,0,5,0.119047619,0,0,0,0,2,0.047619048,0,0
7217125,14,2019-01-13,2019-12-25,2,51,19,27.07142857,30,34,27.07142857,34,30,1,3132,1,Red Deer,3,1,4,1,2,8,2,1,2,1,12,0,104.2857143,182,0,0,English,7,Action,17.44,43.98071429,78.31,615.73,4.88,10,0.714285714,1,14,1,1,0,0,0,1,0.071428571,1,0,0,0,3,0.214285714,1,2,0.142857143,1,0,0,0,156,22,93853,VHO CORN - BUTTER - LARGE,18,0.115384615,57,0.365384615,0,0,2,0.012820513,0,0,4,0.025641026,2,0.012820513,0,0
8262374,14,2019-01-31,2019-12-08,4,49,21,26.14285714,27,32,26.14285714,32,27,3,7260,2,Etobicoke,2,0,2,0,2,8,2,0,2,0,4,0,21.78571429,111,1,1,<None>,3,Unknown,5.69,17.77357143,30.45,248.83,1.974285714,0,0,0,1,0.071428571,1,1,0.071428571,1,0,0,0,0,0,0,0,0,0,1,0.071428571,1,0,0,0,43,14,93978,VHO DRINK - CUP LARGE 32 OZ  FOUNTAIN,0,0,2,0.046511628,1,0.023255814,0,0,0,0,0,0,1,0.023255814,0,0
2753342,14,2019-01-19,2019-12-30,2,52,25,30.64285714,27,40,30.64285714,40,27,2,1146,2,Langford,4,0,4,0,2,12,4,0,2,1,8,0,94.85714286,182,0,0,English,5,Action,9.42,26.37785714,78.83,369.29,2.932142857,1,0.071428571,1,0,0,0,0,0,0,6,0.428571429,1,0,0,0,0,0,0,0,0,0,1,0.071428571,1,47,13,0,<Unknown>,1,0.021276596,0,0,0,0,6,0.127659574,0,0,0,0,0,0,1,0.021276596
6755775,14,2019-01-03,2019-12-03,0,48,20,30.5,33,34,30.5,34,33,4,5130,3,Halifax,3,1,4,1,3,8,3,1,2,1,13,0,103.4285714,169,0,0,English,8,Thriller,3.99,22.42714286,66.96,313.98,2.492142857,1,0.071428571,1,0,0,0,0,0,0,2,0.142857143,1,0,0,0,1,0.071428571,1,1,0.071428571,1,0,0,0,49,12,0,<Unknown>,1,0.020408163,0,0,0,0,2,0.040816327,0,0,1,0.020408163,1,0.020408163,0,0
7755355,14,2019-01-01,2019-12-23,0,51,11,18.92857143,20,25,18.92857143,25,20,4,7286,4,Barrhaven,2,1,3,1,3,4,1,1,1,1,14,22997,134.7142857,182,0,0,English,4,Action,7.52,21.01,37.14,294.14,2.334285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,0,<Unknown>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4012464,14,2019-01-06,2019-12-28,1,51,17,28.78571429,32,36,28.78571429,36,32,5,3132,5,Red Deer,2,1,3,1,3,8,3,1,2,1,12,0,90.28571429,169,0,0,English,7,Comedy,10.98,33.95214286,77.2,475.33,3.772857143,0,0,0,2,0.142857143,1,0,0,0,5,0.357142857,1,1,0.071428571,1,0,0,0,1,0.071428571,1,0,0,0,80,19,0,<Unknown>,0,0,2,0.025,0,0,5,0.0625,1,0.0125,0,0,1,0.0125,0,0
