Location_ID,Location_Name,Location_Short_Name,Location_Interactive_Name,Address1,City,Province_CD,Postal_Code,Country_CD,Is_VIP,Is_Outtakes,Is_Licensed_Bar,Is_Licensed_Lounge
7107,Eaton Centre Cinemas Toronto,Eaton Centre To,Eaton Centre Cinemas Toronto,1 Dundas St West,Toronto,ON,M5G 1Z3,CA,0,0,0,0
7108,South Common Mall Cinemas,South Common,South Common Mall Cinemas,2150 Burnhamthorpe Rd. West,Mississauga,ON,L5L 3A2,CA,0,0,0,0
7109,Odeon Guelph,Odeon Guelph,Odeon Guelph,166 Wyndham St. N,Guelph,ON,A9A 9A9,CA,0,0,0,0
7110,Hillcrest Cinemas,Hillcrest,Hillcrest Cinemas,9350 Yonge Street,Richmond Hill,ON,L4C 5G2,CA,0,0,0,0
7111,Centre Mall Cinemas Hamilton,Centre Mall Ham,Centre Mall Cinemas Hamilton,1145 Barton Street East,Hamilton,ON,L8H 2V2,CA,0,0,0,0
7112,CPX Westmount London and VIP,CO Westmount,Cineplex Odeon Westmount Cinemas and VIP,755 Wonderland Road South,London,ON,N6K 1M6,CA,1,1,1,1
7115,CPX Fairview,CPX Fairview,Cineplex Cinemas Fairview Mall,"1800 Sheppard Avenue East, Unit Y007",Toronto,ON,M2J 5A7,CA,0,1,1,0
7116,Kanata Town Centre Cinemas,Kanata,Kanata Town Centre Cinemas,150 Katimavik Road,Kanata,ON,K2K 1X6,CA,0,0,0,0
7117,GLX Pergola,GLX Pergola,Galaxy Cinemas Pergola Commons,85 Clair Road East,Guelph,ON,N1L 0J7,CA,0,1,1,0
7119,Cataraqui Cinemas,Cataraqui,Cataraqui Cinemas,824 Norwest Rd.,Kingston,ON,K7P 1Y1,CA,0,0,0,0
7120,Odeon Kingston,Odeon Kingston,Odeon Kingston,389-393 Princess Street,Kingston,ON,K7L 1B9,CA,0,0,0,0
7121,Kitchener Cineplex,Kitchener Cinep,Kitchener Cineplex,272-276 King Street West,Kitchener,ON,N2G 1B6,CA,0,0,0,0
7122,CPX Courtney Park,Courtney Park,Cineplex Cinemas Courtney Park,110 Courtneypark Dr E,Mississauga,ON,L5T 2Y3,CA,0,1,1,0
7123,CPX Winston Churchill VIP,Winston Churchill,Cineplex Cinemas Winston Churchill & VIP,2081 Winston Park Dr.,Oakville,ON,L6H 6P5,CA,1,1,1,0
7124,Cambridge Twin Cinemas,Cambridge Twin,Cambridge Twin Cinemas,150 Holiday Inn Drive,Cambridge,ON,N3C 1Z5,CA,0,0,0,0
7126,Frederick Mall Cinemas,Frederick Mall,Frederick Mall Cinemas,385 Frederick Street,Kitchener,ON,N2H 2P2,CA,0,0,0,0
7127,CPX Fairway Kitchener,Fairway Ctr,Cineplex Odeon Fairway Centre,500 Fairway Road South,Kitchener,ON,N2C 1X3,CA,0,0,0,0
7128,Hyland Kitchener,Hyland Kitch,Hyland Kitchener,Corporation Square,Kitchener,ON,N2H 4Y5,CA,0,0,0,0
7129,Lyric Theatre,Lyric Theatre,Lyric Theatre,124 King Street West,Kitchener,ON,N2G 1A6,CA,0,0,0,0
7130,CPX Yonge Dundas and VIP,Yonge Dundas,Cineplex Cinemas Yonge-Dundas and VIP,"10 Dundas Street East, Suite 402  ",Toronto,ON,M5B 2G9,CA,1,0,1,1
7131,Waterloo Theatre,Waterloo,Waterloo Theatre,24 King Street North,Waterloo,ON,N2J 2W7,CA,0,0,0,0
7133,CPX Huron Market Place ,Huron Mkt.,Cineplex Odeon Huron Market Place,1251 Huron Street,London,ON,N5X 4V5,CA,0,0,0,0
7134,Hyland Cinemas,Hyland Cinemas,Hyland Cinemas,240 Wharncliffe Road South,London,ON,N6A 1H1,CA,0,0,0,0
7135,CPX North Barrie,CPX North Barrie,Cineplex Cinemas North Barrie,507 Cundles Road East,Barrie,ON,L4M 0G9,CA,0,1,1,0
7136,Westmount Twin London,Westmount Twin,Westmount Twin London,795 Wonderland Road South,London,ON,N6K 3C2,CA,0,0,0,0
7137,Market Square Cinemas Toronto,Market Sq Tor,Market Square Cinemas Toronto,80 Front Street East,Toronto,ON,M5E 1T4,CA,0,0,0,0
7138,GLX Cinemas Sarnia,GLX Sarnia,Galaxy Cinemas Sarnia,1380 London Road,Sarnia,ON,N7S 1P7,CA,0,1,1,0
7139,CPX Don Mills VIP,CPX Don Mills VIP,Cineplex VIP Cinemas Don Mills,Shops at Don Mills,Toronto,ON,M3C 0H9,CA,1,0,1,1
7140,Seneca Cinemas,Seneca Cinemas,Seneca Cinemas,4630 Queen Street West,Niagara Falls,ON,L2E 2L6,CA,0,0,0,0
7141,Niagara Square Twin Cinemas,Niagara Sq Twin,Niagara Square Twin Cinemas,7555 Montrose Road,Niagara Falls,ON,L2H 2E9,CA,0,0,0,0
7143,Oshawa Hyland,Oshawa Hyland,Oshawa Hyland,104 King Street East,Oshawa,ON,L1H 1B6,CA,0,0,0,0
7146,Oakville Mews Cinemas,Oakville Mews,Oakville Mews Cinemas,171 Speers Road,Oakville,ON,L6K 2E8,CA,0,0,0,0
7150,Elmdale Cinemas,Elmdale Cinemas,Elmdale Cinemas,1196 Wellington Street,Ottawa,ON,K1Y 2Z5,CA,0,0,0,0
7151,St. Laurent Cinemas,St. Laurent,St. Laurent Cinemas,1278 St. Laurent Blvd.,Ottawa,ON,K1K 3B8,CA,0,0,0,0
7152,Somerset Theatre,Somerset,Somerset Theatre,386 Somerset Street West,Ottawa,ON,K2P 0K2,CA,0,0,0,0
7153,Westgate Cinemas Ottawa,Westgate Ottawa,Westgate Cinemas Ottawa,1309 Carling Ave.,Ottawa,ON,K1Z 7L3,CA,0,0,0,0
7158,Cinema Centre 3,Cinema Centre 3,Cinema Centre 3,210 Lochiel Street,Sarnia,ON,N7T 4C7,CA,0,0,0,0
7159,Odeon Cinemas Sarnia,Odeon Sarnia,Odeon Cinemas Sarnia,192 Lochiel Street,Barrie,ON,N7T 4C6,CA,0,0,0,0
7160,Odeon Cinemas Sudbury,Odeon Sudbury,Odeon Cinemas Sudbury,90 Elm Street W,Sudbury,ON,P3E 4S7,CA,0,0,0,0
7161,Scarborough Town Centre Cinemas,Scarborough Tow,Scarborough Town Centre Cinemas,300 Borough Drive,Scarborough,ON,M1P 4P5,CA,0,0,0,0
7162,Can-View Drive In,Can-View DI,Can-View Drive In,Highway #20 & Kottmeleier Road,Fonthill,ON,L0S 1E0,CA,0,0,0,0
7163,Pendale Cinemas St Catharines,Pendale St Cath,Pendale Cinemas St Catharines,210 Glendale Ave.,St. Catharines,ON,L2T 2K5,CA,0,0,0,0
7164,Towne Cinemas St. Catherines,Towne Cinemas,Towne Cinemas,280 St. Paul Street,St. Catherines,ON,L2R 3M9,CA,0,0,0,0
7174,Sault Ste Marie Odeon,Sault Ste Marie,Sault Ste Marie Odeon,641 Queen Street East,Sault Ste. Mari,ON,P6A 1M3,CA,0,0,0,0
7176,Cumberland Thunder Bay,Cumberland Tbay,Cumberland Thunder Bay,115 North Cumberland St.,Thunder Bay,ON,T7A 4M3,CA,0,0,0,0
7178,Victoria Thunder Bay,Victoria Tbay,Victoria Thunder Bay,320 Victoria Avenue,Thunder Bay,ON,P7C 1A3,CA,0,0,0,0
7179,Thunder Bay Cineplex,Thunder Bay Cin,Thunder Bay Cineplex,125 Syndicate St. South,Thunder Bay,ON,P7E 1C5,CA,0,0,0,0
7180,Albion,Albion,Albion,Albion Mall Shopping Centre,Rexdale,ON,M9V 1B4,CA,0,0,0,0
7181,Central Parkway,Central Parkway,Central Parkway,377 Burnhamthorpe Road East,Mississauga,ON,L5A 3V1,CA,0,0,0,0
7186,Finch Cinemas,Finch Cinemas,Finch Cinemas,1000 Finch Avenue West,Downsview,ON,M3J 2E7,CA,0,0,0,0
7187,Fairview Mall Cinemas Toronto,Fairview Toront,Fairview Mall Cinemas Toronto,1800 Sheppard Ave. East,Willowdale,ON,M2J 4G6,CA,0,0,0,0
7190,Humber Cinemas,Humber Cinemas,Humber Cinemas,2442 Bloor Street West,Toronto,ON,M6S 1R1,CA,0,0,0,0
7191,Hyland Cinemas Toronto,Hyland  Toronto,Hyland Cinemas Toronto,1501 Yonge  St,Toronto,ON,M4T 1Z2,CA,0,0,0,0
7192,Pantages,Pantages,Pantages,244 Victoria Street,Toronto,ON,M5B 1V8,CA,0,0,0,0
7193,Madison Cinemas,Madison Cinemas,Madison Cinemas,4950 Yonge St.,North York,ON,M2N 5N6,CA,0,0,0,0
7194,Promenade Cinemas,Promenade,Promenade Cinemas,Promenade Mall,Thornhill,ON,L4J 4P8,CA,0,0,0,0
7195,Sherway Cinemas,Sherway,Sherway Cinemas,30 Boncer Road,Mississauga,ON,M9C 5L4,CA,0,0,0,0
7198,Thornhill Square,Thornhill Squar,Thornhill Square,300 John Street,Thornhill,ON,L3T 5W4,CA,0,0,0,0
7199,CPX Varsity and VIP,Varsity & VIP,Cineplex Cinemas Varsity and VIP,55 Bloor Street West,Toronto,ON,M4W 1A5,CA,1,0,1,1
7200,Woodbine Cinemas ,Woodbine,Woodbine Cinemas ,500 Rexdale Blvd.,Rexdale,ON,M9W 6K5,CA,0,0,0,0
7201,Woodside Square Cinemas,Woodside Sq,Woodside Square Cinemas,1571 Sandhurst Circle,Agincourt,ON,M1V 1V2,CA,0,0,0,0
7202,Canada Square Cinemas,Canada Square,Canada Square Cinemas,2200 Yonge St.,Toronto,ON,M4S 2C6,CA,0,0,0,0
7203,York Cinemas,York Cinemas,York Cinemas,101-105 Eglinton Avenue East,Toronto,ON,M4P 1H4,CA,0,0,0,0
7204,Vanier Cinemas,Vanier Cinemas,Vanier Cinemas,150 Montreal Road,Vanier,ON,K1L 6L6,CA,0,0,0,0
7205,Warden Woods Cinemas,Warden Woods,Warden Woods Cinemas,725 Warden Ave,Scarborough,ON,M1L 5R7,CA,0,0,0,0
7206,CPX Seaway,Seaway,Cineplex Odeon Seaway Mall Cinemas,800 Niagara Street,Welland,ON,L3C 1M3,CA,0,0,1,0
7207,FP Chatham Cinemas 6,FP Chatham,Famous Players Chatham Cinemas 6,27 Adelaide Street South,Chatham,ON,N7M 4P9,CA,0,0,0,0
7209,Glade Place Cinemas,Glade Place,Glade Place Cinemas,9950 Tecumseh Rd East,Windsor,ON,N8R 1A2,CA,0,0,0,0
7210,Odeon Windsor,Odeon Windsor,Odeon Windsor,490 Riverside Drive West,Windsor,ON,N9A 5K6,CA,0,0,0,0
7211,Palace Cinemas,Palace Cinemas,Palace Cinemas,300 Ouelette Ave,Windsor,ON,N9A 7B4,CA,0,0,0,0
7213,CPX Markham & VIP,CPX Markham & VIP,Cineplex Cinemas Markham and VIP,179 Enterprise Blvd.,Markham,ON,L6G 0E7,CA,1,1,1,1
7218,Odeon Cinemas Hamilton,Odeon Cinemas,Odeon Cinemas,156 King St. East,Hamilton,ON,L8N 1B2,CA,0,0,0,0
7222,Stone Road Mall Cinemas,Stone Road,Stone Road Mall,435 Stone Road,Guelph,ON,N1G 2X6,CA,0,0,0,0
7223,Galleria Cinemas,Galleria Cinema,Galleria Cinemas,355 Wellington Rd. S.,London,ON,N6A 3N7,CA,0,0,0,0
7224,Champlain Cinemas,Champlain Mall,Champlain Cinemas,1600 Champlain Ave.,Whitby,ON,L1N 6A7,CA,0,0,0,0
7225,Erin Mills Town Centre Cinemas,Erin Mills,Erin Mills Town Centre Cinemas,5100 Erin Mills Parkway,Mississauga,ON,L5M 4Z5,CA,0,0,0,0
7228,410 & 7 Centre Cinemas,410 & 7,410 & 7 Centre Cinemas,150 West Drive,Brampton,ON,L6P 4P9,CA,0,0,0,0
7229,Orleans Town Centre Cinemas,Orleans,Orleans Town Centre Cinemas,250 Centrum Blvd.,Orleans,ON,K1E 3V7,CA,0,0,0,0
7233,Cambridge Cinemas,Cambridge,Cambridge Cinemas,600 Hespeler Road,Cambridge,ON,N1R 8H2,CA,0,0,0,0
7235,Cineplex Odeon Exchange Centre,Exch. Centre,Cineplex Odeon Exchange Centre,111 Albert Street,Ottawa,ON,K1P 1A5,CA,0,0,0,0
7236,CPX Fairview St. Catharines,Fairview,Fairview Mall ? Closed,285 Geneva Street,St. Catharines,ON,L2N 2G3,CA,0,0,0,0
7237,Northumberland Mall Cinemas,Northumberland,Northumberland Mall Cinemas,1111 Elgin St. West,Cobourg,ON,K9A 5H7,CA,0,0,0,0
7238,CPX Upper James,Upper James,Cineplex Odeon Upper James,1405 Upper James St.,Hamilton,ON,L9B 1K3,CA,0,0,0,0
7239,Elgin Mills Cinemas,Elgin Mills,Elgin Mills Cinemas,10909 Yonge Street,Richmond Hill,ON,L4C 3E3,CA,0,0,0,0
7240,CPX Morningside,Morningside,Cineplex Odeon Morningside Cinemas,785 Milner Avenue,Scarborough,ON,M1B 3C3,CA,0,1,1,0
7241,CPX Clarington Place,Clarington,Cineplex Odeon Clarington Place Cinemas ,111 Clarington Boulevard,Clarington,ON,L1C 4Z3,CA,0,0,1,0
7242,Market Square Brantford,Market Sq Brant,Market Square Brantford,1 Market Street,Brantford,ON,N3T 6C8,CA,0,0,0,0
7244,CPX First Markham Place ,FirstMarkham,Cineplex Odeon First Markham Place,"Highway, 7 & Fairburn Drive",Markham,ON,L3R 3P9,CA,0,0,0,0
7245,CPX Westmount 6 ,Westmount 6,Cineplex Odeon Westmount 6,785 Wonderland Road,London,ON,N6K 1M6,CA,0,0,0,0
7246,CPX Sheppard,Sheppard,Cineplex Odeon Sheppard Cinemas,4861 Yonge Street,Toronto,ON,M2N 5X2,CA,0,0,0,0
7247,CPX South Keys,South Keys,Cineplex Odeon South Keys Cinemas ,2214 Bank Street,Ottawa,ON,K1V 1J6,CA,0,1,1,0
7248,CPX Ajax,Ajax 10,Cineplex Odeon Ajax Cinemas ,248 Kingston Road East,Ajax,ON,L1S 1G1,CA,0,0,1,0
7249,GLX Barrie,GrndBarrie,Galaxy Cinemas Barrie,72 Commerce Park Drive,Barrie,ON,L4N 8W8,CA,0,1,1,0
7250,CPX Orion Gate,Orion Gate,Cineplex Odeon Orion Gate Cinemas ,"20 Biscayne Crescent, Highway 410 & Steeles Ave",Brampton,ON,L6W 4S1,CA,0,0,0,0
7251,Square One,Square One,Square One,100 City Centre Drive,Mississauga,ON,L5B 2C9,CA,0,0,0,0
7253,CPX Eglinton T.C.,Warden&Eglin,Cineplex Odeon Eglinton Town Centre Cinemas,22 Lebovic Avenue  ,Toronto,ON,M1L 4V9,CA,0,1,1,0
7256,CPX Niagara Square,Niagara Sq.,Cineplex Odeon Niagara Square Cinemas ,7555 Montrose Road,Niagara Falls,ON,L2H 2E9,CA,0,1,1,0
7257,CPX Devonshire Mall,Devonshire,Cineplex Odeon Devonshire Mall Cinemas,3100 Howard Avenue,Windsor,ON,N8X 3Y8,CA,0,0,1,0
7259,CPX Gardiners Road,Gardiners Road,Cineplex Odeon Gardiners Road Cinemas ,626 Gardiners Road,Kingston,ON,K7M 3X9,CA,0,1,1,0
7260,CPX Queensway and VIP,Queensway,Cineplex Cinemas Queensway and VIP,1025 The Queensway,Etobicoke,ON,M8Z 6C7,CA,1,1,1,1
7262,GLX Cornwall,Cornwall,Galaxy Cinemas Cornwall,1325 Second Street East,Cornwall,ON,K6H 2B6,CA,0,0,1,0
7263,GLX Peterborough Sq,Peterborough,Galaxy Cinemas Peterborough,320 Water Street,Peterborough,ON,K9H 7N9,CA,0,1,1,0
7264,GLX Owen Sound,Owen Sound,Galaxy Cinemas Owen Sound,1020 10th Street West,Owen Sound,ON,N4K 5S1,CA,0,0,1,0
7265,GLX North Bay Mall,North Bay,Galaxy Cinemas North Bay,300 Lakeshore Drive,North Bay,ON,P1A 3V2,CA,0,1,1,0
7266,GLX Sault Ste Marie,StationMall,Galaxy Cinemas Sault Ste Marie,293 Bay Street,Sault Ste. Mari,ON,P6A 1X3,CA,0,1,1,0
7267,GLX St. Thomas,Elgin Mall,Galaxy Cinemas St. Thomas,417 Wellington Street,St. Thomas,ON,N5R 5J5,CA,0,0,1,0
7268,GLX Waterloo,Conestoga,Galaxy Cinemas Waterloo,550 King Street North,Waterloo,ON,N2L 5W6,CA,0,1,1,0
7269,GLX Cambridge,G Cambridge,Galaxy Cinemas Cambridge,355 Hespeler Road,Cambridge,ON,N1R 6B3,CA,0,0,1,0
7270,GLX Orangeville,Orangeville,Galaxy Cinemas Orangeville,"Fairgrounds Shopping Centre, 85 Fifth Avenue",Orangeville,ON,L9W 5B7,CA,0,1,1,0
7271,GLX Midland ,Mount. View,Galaxy Cinemas Midland,"Highway 93, RR2, Box2",Midland,ON,L4R 4K4,CA,0,0,1,0
7272,GLX Guelph,Guelph,Galaxy Cinemas Guelph,485 Woodlawn Road West,Guelph,ON,N1K 1E9,CA,0,1,1,0
7273,CPX Oakville and VIP,CPX Oakville,Cineplex Cinemas Oakville and VIP,3531 Wyecroft Road,Oakville,ON,L6L 0B7,CA,1,1,1,1
7274,GLX Orillia ,Orillia,Galaxy Cinemas Orillia,865 West Ridge Boulevard,Orillia,ON,L3V 8B3,CA,0,0,1,0
7276,Lansdowne,Lansdowne,Lansdowne,645 Lansdowne St. W.,Peterborough,ON,,CA,0,0,0,0
7277,Owen Sound Cinema,Owen,Owen Sound Cinema,,Owen Sound,ON,,CA,0,0,0,0
7281,Brookdale,Brookdale,Brookdale,967 Brookdale Ave.,Cornwall,ON,,CA,0,0,0,0
7282,Parkedale,Parkedale,Parkedale,2430 Parkedale Ave. W.,Brockville,ON,,CA,0,0,0,0
7283,GLX Brockville,Brockville,Galaxy Cinemas Brockville,"1000 Island Mall, 2399 Parkedale Avenue",Brockville,ON,K6V 2G9,CA,0,0,1,0
7284,CPX Aurora,Aurora,Cineplex Odeon Aurora Cinemas,15460 Bayview Avenue,Aurora,ON,L4G 7J1,CA,0,1,1,0
7285,CPX Milton,Milton,Cineplex Cinemas Milton,1175 Maple Avenue,Milton,ON,L9T 0A5,CA,0,1,1,0
7286,CPX Barrhaven,Barrhaven,Cineplex Odeon Barrhaven Cinemas ,131 Riocan Avenue,Barrhaven,ON,K2J 5G5,CA,0,1,1,0
7288,GLX Collingwood,Collingwood,Galaxy Cinemas Collingwood,6 Mountain Road,Collingwood,ON,L9Y 4S8,CA,0,0,1,0
7289,CPX Oshawa,N. Oshawa,Cineplex Odeon Oshawa Cinemas,1351 Grandview Street North,Oshawa,ON,L1K 0G1,CA,0,1,1,0
7290,CPX Hamilton Mountain,CPX Hamilton,Cineplex Cinemas Hamilton Mountain,795 Paramount Drive,Stoney Creek,ON,L8J 0B4,CA,0,1,1,0
7291,GLX Brantford,GLX Brantford,Galaxy Cinemas Brantford,300 King George Road,Brantford,ON,N3R 5L7,CA,0,1,1,0
7293,CPX Beaches,CPX Beaches,The Beach Cinemas,1651 Queen Street East,Toronto,ON,M4L 1G5,CA,0,0,1,0
7294,AAC Bayview Village,Bayview Vil MP,AAC Bayview Village,2901 Bayview Avenue,Toronto,ON,M2K 1E6,CA,0,0,0,0
7295,CPX Cumberland,Cumberland,Cumberland Four Cinemas,159 Cumberland Street,Toronto,ON,M5R 1A2,CA,0,0,0,0
7296,CPX Kitchener and VIP,CPX Kitchener,Cineplex Cinemas Kitchener and VIP,225 Fairway Road South,Kitchener,ON,N2C 1X2,CA,1,1,1,1
7297,GLX Chatham,Chatham 7,Galaxy Cinemas Chatham,760 St. Clair Street,Chatham,ON,N7L 0E8,CA,0,0,1,0
7298,CPX Empress Walk,CPX Empress Walk,Cineplex Cinemas Empress Walk,5095 Yonge St.,Toronto,ON,M2N 6Z4,CA,0,1,1,0
7303,CPX Kanata,CPX Kanata,Cineplex Cinemas Kanata,801 Kanata Avenue,Kanata,ON,K2T 1E7,CA,0,0,0,0
7304,Bayfield Cinemas,Bayfield Cinemas,Bayfield Cinemas,320 Bayfield St,Barrie,ON,L4M 3C1,CA,0,0,0,0
7310,CPX Whitby,CPX Whitby,Cineplex Cinemas Whitby,75 Consumers Drive,Whitby,ON,L1N 9S2,CA,0,0,0,0
7311,CPX Lansdowne & VIP,CPX Lansdowne & VIP,Cineplex Cinemas Lansdowne and VIP,325 Marche Way,Ottawa,ON,K1S 5J3,CA,1,0,1,1
7312,CPX Pickering & VIP,CPX Pickering & VIP,Cineplex Cinemas Pickering and VIP,1355 Kingston Road,Pickering,ON,L1V 1B8,CA,1,1,1,1
7400,CPX Yonge-Eglinton and VIP,CPX Yonge-Eglinton,Cineplex Cinemas Yonge-Eglinton and VIP,2300 Yonge Street,Toronto,ON,M4P 1E4,CA,1,1,1,1
7401,SilverCity Empress Walk,SC N. York,SilverCity North York at Empress Walk,5095 Yonge Street,North York,ON,M2N 6C6,CA,0,0,0,0
7402,SBNK Toronto,Scotia Toronto,Scotiabank Theatre Toronto,259 Richmond Street West,Toronto,ON,M5V 3M6,CA,0,1,1,1
7403,FP Canada Square,Canada Sq.,Famous Players Canada Square Cinemas,2190 Yonge Street,Toronto,ON,M4S 2C6,CA,0,0,0,0
7404,CPX Scarborough,Coli. Scar.,Cineplex Cinemas Scarborough,"Scarborough Town Centre, 300 Borough Drive",Scarborough,ON,M1P 4P5,CA,0,1,1,0
7405,SC Richmond Hill,SC R. Hill,SilverCity Richmond Hill Cinemas,8725 Yonge Street,Richmond Hill,ON,L4C 6Z1,CA,0,1,0,0
7406,CPX Yorkdale,CPX Yorkdale,Cineplex Cinemas Yorkdale,"Yorkdale Shopping Centre, 3401 Dufferin Street ",Toronto,ON,M6A 2T9,CA,0,1,1,0
7407,SC Newmarket ,SC N.Market,SilverCity Newmarket Cinemas and XSCAPE Entertainment Centre,18195 Yonge Street,East Gwillimbury,ON,L9N 0H9,CA,0,1,1,0
7408,CPX Vaughan,CPX Vaughan,Cineplex Cinemas Vaughan,3555 Highway 7 West,Vaughan,ON,L4L 6B1,CA,0,1,1,0
7409,GLX Belleville,Belleville,Galaxy Cinemas Belleville,160 Bell Boulevard,Belleville,ON,K8P 5L2,CA,0,1,1,0
7410,FP Pickering 8,Pickering,Famous Players Pickering 8 Cinemas,"Pickering Town Centre, 1355 Kingston Road",Pickering,ON,L1V 1B8,CA,0,0,0,0
7411,SC Brampton,SC Brampton,SilverCity Brampton Cinemas ,50 Great Lakes Drive,Brampton,ON,L6R 2K7,CA,0,1,0,0
7412,FP Gateway 6,Gateway Brampto,Gateway 6 Brampton,5 Gateway Boulevard,Brampton,ON,L6T 4X2,CA,0,0,0,0
7413,SC Burlington,SC Burling.,SilverCity Burlington Cinemas,1250 Brant Street,Burlington,ON,L7P 1X8,CA,0,1,1,0
7414,Jackson Square,Jackson Sq.,Jackson Square,2 King Street west,Hamilton,ON,L8P 1A1,CA,0,1,0,0
7415,CPX Ancaster,CPX Ancaster,Cineplex Cinemas Ancaster,771 Golf Links Road,Ancaster,ON,L9G 3K9,CA,0,1,1,0
7416,Capitol Kingston,Capitol Kin,Capitol 7 Kingston,213-223 Princess Street,Kingston,ON,K7L 1B3,CA,0,0,0,0
7417,SC Mississauga,SC Mississ.,SilverCity Mississauga Cinemas,3055 Vega Boulevard,Mississauga,ON,L5L 5B5,CA,0,1,0,0
7418,SilverCity Kitchener,SC Kitchenr,SilverCity Kitchener,135 Gateway Park Drive,Kitchener,ON,N2P 2J4,CA,0,0,0,0
7419,Kings College,Kings College,Kings College,262 King St West,Kitchener,ON,N2G 1B6,CA,0,0,0,0
7420,CPX Mississauga,CPX Mississauga,Cineplex Cinemas Mississauga,309 Rathburn Road West,Mississauga,ON,L5B 4C1,CA,0,1,1,0
7421,Wellington,Wellington,Wellington 8,983 Wellington Rd. South,London,ON,N6E 3A9,CA,0,0,0,0
7422,SC London,SC London,SilverCity London Cinemas ,1680 Richmond Street,London,ON,N6G 3Y9,CA,0,1,1,0
7423,FP Oshawa Centre 8,Oshawa Centre,Oshawa Centre 8,419 King Street West,Oshawa,ON,L1J 2K5,CA,0,0,0,0
7424,CPX Ottawa,Coli.Ottawa,Cineplex Cinemas Ottawa,3090 Carling Avenue,Ottawa,ON,K2B 7K2,CA,0,1,1,0
7425,Rideau Centre,Rideau,Rideau Centre,50 Rideau Street,Ottawa,ON,K1N 9J7,CA,0,0,0,0
7426,SilverCity St. Catharines,SC St. Cat.,SilverCity St. Catharines,Pen Centre Shopping Mall,St. Catharines,ON,L2T 2K9,CA,0,0,0,0
7427,FP Lambton 9,Lambton,Famous Players Lambton 9 Cinemas,1450 London Road,Sarnia,ON,N7S 1P7,CA,0,0,0,0
7428,SBNK Ottawa,SBNK Ottawa,Scotiabank Theatre Ottawa (formerly SilverCity Gloucester),2385 City Park Drive,Ottawa,ON,K1J 1G1,CA,0,1,1,0
7429,SC Sudbury,SC Sudbury,SilverCity Sudbury Cinemas ,355 Barrydowne Road,Sudbury,ON,P3B 4K4,CA,0,1,1,0
7430,SC Thunder Bay,SC T. Bay,SilverCity Thunder Bay Cinemas ,850 North May Street,Thunder Bay,ON,P7C 6A5,CA,0,1,1,0
7431,SC Windsor,SC Windsor,SilverCity Windsor Cinemas ,4611 Walker Road,Windsor,ON,N8W 3T6,CA,0,1,1,0
7432,Alliance Beaches,Beaches,The Beach Cinemas - Alliance Cinemas,1651 Queen Street West,Toronto,ON,M4L 1G5,CA,0,0,0,0
7433,Alliance Bayview Village,Bayview Vil,Bayview Village - Alliance Atlantis Cinemas,2901 Bayview Avenue,Toronto,ON,M2K 1E6,CA,0,0,0,0
7434,Alliance Cumberland,Cumberland,Cumberland Four Cinemas,159 Cumberland Street,Toronto,ON,M5R 1A2,CA,0,0,0,0
7435,"Cedarbrae,Toronto",Cedarbr,"Cedarbrae,Toronto",FP Closed,Toronto,ON,,CA,0,0,0,0
7436,"Uptown, toronto","Uptown, toronto","Uptown, toronto",FP Closed,Toronto,ON,,CA,0,0,0,0
7475,"PARKWAY 6, RICHMOND HILL(CLOSED)","PARKWAY 6, Rich","PARKWAY 6, RICHMOND HILL(CLOSED)",FP Closed,RICHMOND HILL,ON,,CA,0,0,0,0
7477,CAPITOL THEATRE,"CAPITOL, London",CAPITOL THEATRE,FP Closed,Toronto,ON,,CA,0,0,0,0
7478,VICTORIA TERRACE 6 CINEMAS, VICTORIA TERRA,VICTORIA TERRACE 6 CINEMAS,FP Closed,Toronto,ON,,CA,0,0,0,0
7479,NORTH YORK SHERIDAN CINEMAS,"SHERIDAN, North",NORTH YORK SHERIDAN CINEMAS,FP Closed,Toronto,ON,,CA,0,0,0,0
7480,EGLINTON THEATRE,"EGLINTON, Toron",EGLINTON THEATRE,FP Closed,Toronto,ON,,CA,0,0,0,0
7481,PLAZA CINEMAS(CLOSED),"PLAZA, Toronto",PLAZA CINEMAS(CLOSED),FP Closed,Toronto,ON,,CA,0,0,0,0
7482,GLENWAY CINEMAS(CLOSED),"GLENWAY, Newmar",GLENWAY CINEMAS(CLOSED),FP Closed,Newmarket,ON,,CA,0,0,0,0
7483,LIME RIDGE MALL CINEMAS(CLOSED),"LIME RIDGE, Ham",LIME RIDGE MALL CINEMAS(CLOSED),FP Closed,Hamilton,ON,,CA,0,0,0,0
7484,SUSSEX CENTRE CINEMAS(CLOSED),"SUSSEX CENTRE, ",SUSSEX CENTRE CINEMAS(CLOSED),FP Closed,Mississauga,ON,,CA,0,0,0,0
7485,MARKVILLE MALL CINEMAS(CLOSED),"MARKVILLE, Mark",MARKVILLE MALL CINEMAS(CLOSED),FP Closed,Markham ,ON,,CA,0,0,0,0
7486,OAKVILLE TOWN CENTRE CINEMAS(CLOSED),"CINEMAS, Oakvil",OAKVILLE TOWN CENTRE CINEMAS(CLOSED),FP Closed,Oakville ,ON,,CA,0,0,0,0
7487,LINCOLN MALL CINEMAS(CLOSED),"LINCOLN MALL, S",LINCOLN MALL CINEMAS(CLOSED),FP Closed,St. Catharines,ON,,CA,0,0,0,0
