CINEPLEX_Item_ID,CINEPLEX_Item_Description,CINEPLEX_Item_Status,EIS_Group_Description,EIS_Sub_Group_Description,Item_Report_Code2,Item_Report_Code3,Item_Class_Description1,Item_Class_Description2,Item_Class_Description3,Is_Item_Package,Is_Box_Office_Item,US_Is_Butter,US_Is_Kiddietray,US_Is_Voucher,US_Is_LrgPopcorn,US_Is_Coffee,US_Is_Candy,US_Is_Alcohol,US_Is_MenuFood
29659,TAG - Intercard 120 Credit + $2 Begin Play,I,0,0,0,0,TRR - AMUSEMENT - GAMES,0,0,0,0,0,0,0,0,0,0,0,0
29661,TAG - Intercard 200 Credit + $2 Begin Play,I,0,0,0,0,TRR - AMUSEMENT - GAMES,0,0,0,0,0,0,0,0,0,0,0,0
29707,SHOE RENTAL,I,0,0,0,0,TRR - AMUSEMENT - PHYSICAL GAMES,0,0,0,0,0,0,0,0,0,0,0,0
29712,AXE THROW,I,0,0,0,0,TRR - AMUSEMENT - PHYSICAL GAMES,0,0,0,0,0,0,0,0,0,0,0,0
29713,BOWL WEEKDAY GAME,I,0,0,0,0,TRR - AMUSEMENT - PHYSICAL GAMES,0,0,0,0,0,0,0,0,0,0,0,0
29755,IA TP 1HR 0-20 PPL,A,0,0,0,0,TRR - AMUSEMENT - G&E,0,0,0,0,0,0,0,0,0,0,0,0
29802,COKE,A,0,0,0,0,TRR - MENU BEV - NA COLD BEV,0,0,0,0,0,0,0,0,0,0,0,0
80024,Scene $5 Off Concessions,A,0,0,0,0,SCENE,0,0,0,0,0,0,0,0,0,0,0,0
80028,VHO OT - POUTINE PULLED PORK & BACON,A,0,0,0,Y,VHO-OUTTAKES,0,0,0,0,0,0,0,0,0,0,0,1
80067,VHO LQ - MAIN - PIZZA MARGHERITA,A,0,0,(VG) 510 Cals,0,VHO-LICENSED FOOD,0,0,0,0,0,0,0,0,0,0,0,1
80068,VHO LQ - MAIN - PIZZA SOPPRESETA,A,0,0,540 Cals,0,VHO-LICENSED FOOD,0,0,0,0,0,0,0,0,0,0,0,1
80074,VHO LQ - MAIN - PIZZA TARADONNA,A,0,0,790 Cals,0,VHO-LICENSED FOOD,0,0,0,0,0,0,0,0,0,0,0,1
80086,VHO DRINK - BTL VITAMIN WATER ESSENTIAL,A,0,0,120 Cals,Y,VHO-DRINK,0,0,0,0,0,0,0,0,0,0,0,0
80087,VHO DRINK - BTL VITAMIN WATER XXX,A,0,0,120 Cals,Y,VHO-DRINK,0,0,0,0,0,0,0,0,0,0,0,0
80088,VHO DRINK - BTL VITAMIN WATER XOXOX,A,0,0,0 Cals,Y,VHO-DRINK,0,0,0,0,0,0,0,0,0,0,0,0
80096,VHO CNDY - SUP BARKTHINS PRETZEL,A,0,0,0,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
80107,VHO CNDY - SUP BARKTHINS ALMOND,A,0,0,0,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
80372,VHO CNDY - KIT KAT MINIS,A,0,0,540 Cals,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
80373,VHO CNDY - AERO MINIS,A,0,0,730 Cals,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
80377,VHO CNDY - SOUR WATERMELON,A,0,0,650 Cals,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
80378,VHO CNDY - SUP COFFEE CRISP MINIS,A,0,0,0,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
80379,VHO CNDY - SUP SMARTIES,A,0,0,0,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
80380,VHO CNDY - SUP REESE MINIS,A,0,0,1080 Cals,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
80382,VHO OT - TASTY TATER TOTS,A,0,0,0,Y,VHO-OUTTAKES,0,0,0,0,0,0,0,0,0,0,0,1
80384,VHO OT - SAMPLER,A,0,0,0,Y,VHO-OUTTAKES,0,0,0,0,0,0,0,0,0,0,0,1
80471,VHO CNDY - SMARTSWEETS CLASSIC,A,0,0,90 Cals,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
80511,VHO MISC - T&S COMBO (1000),A,0,0,0,0,MISC,0,0,0,0,0,0,0,0,0,0,0,0
80557,VHO LQ - DRINK VODKA,A,0,0,0,0,VHO-LICENSED DRINKS,0,0,0,0,0,0,0,0,0,0,1,0
80571,VHO LQ - APP - EDAMAME W/ SWEET SOY SAUCE,A,0,0,(VG) 410 Cals,0,VHO-LICENSED FOOD,0,0,0,0,0,0,0,0,0,0,0,1
80572,VHO LQ - APP - BUFFALO CAULIFLOWER,A,0,0,(VG) 1230 Cals,0,VHO-LICENSED FOOD,0,0,0,0,0,0,0,0,0,0,0,1
80582,VHO LQ - MAIN - BURGER HIGH STACK WITH SIDE,A,0,0,1150 Cals,0,VHO-LICENSED FOOD,0,0,0,0,0,0,0,0,0,0,0,1
80583,VHO LQ - MAIN - BURGER MAPLE BBQ WITH SIDE,I,0,0,750 Cals,0,VHO-LICENSED FOOD,0,0,0,0,0,0,0,0,0,0,0,1
80588,VHO LQ - MAIN -  CHICKEN STRIPS WITH SIDE,A,0,0,560 Cals,0,VHO-LICENSED FOOD,0,0,0,0,0,0,0,0,0,0,0,1
80590,VHO LQ DESS - SALTED BUTTERSCOTCH BROWNIE,A,0,0,(VG) 550 Cals,0,VHO-LICENSED FOOD,0,0,0,0,0,0,0,0,0,0,0,1
80618,VHO LQ - APP - QUESADILLA CHEESE,A,0,0,(VG) 1100 Cals,0,VHO-LICENSED FOOD,0,0,0,0,0,0,0,0,0,0,0,1
80628,VHO OT - CBO PTN BACON + RG DRINK (No Side),A,0,0,0,0,VHO-OUTTAKES,0,0,0,0,0,0,0,0,0,0,0,1
80629,VHO OT - CBO PTN PL PORK & BACON +RG FTN (No Side),A,0,0,0,0,VHO-OUTTAKES,0,0,0,0,0,0,0,0,0,0,0,1
80693,VHO OT - CBO CALIFORNIA CRISPY CHICKEN + RG DRINK,A,0,0,0,0,VHO-OUTTAKES,0,0,0,0,0,0,0,0,0,0,0,1
80697,VHO OT - S/W CALIFORNIA CRISPY CHICKEN,A,0,0,0,0,VHO-OUTTAKES,0,0,0,0,0,0,0,0,0,0,0,1
80735,VHO DELIVERY - SHAKE IT SALT N VINEGAR,A,0,0,0,0,VHO-POPCORN,0,0,0,0,0,0,0,0,0,0,0,0
80736,VHO DELIVERY - SHAKE IT DILL PICKLE,A,0,0,0,0,VHO-POPCORN,0,0,0,0,0,0,0,0,0,0,0,0
80737,VHO DELIVERY - SHAKE IT WHITE CHEDDAR,A,0,0,0,0,VHO-POPCORN,0,0,0,0,0,0,0,0,0,0,0,0
80738,VHO DELIVERY - SHAKE IT KETCHUP,A,0,0,0,0,VHO-POPCORN,0,0,0,0,0,0,0,0,0,0,0,0
80916,VHO CBO - COMBO (1) TAG,A,0,0,0,0,VHO-COMBO NON CIP,0,0,0,0,0,0,0,0,0,0,0,0
80917,VHO CBO - COMBO (2) TAG,A,0,0,0,0,VHO-COMBO NON CIP,0,0,0,0,0,0,0,0,0,0,0,0
80918,VHO CBO - COMBO (3) TAG,A,0,0,0,0,VHO-COMBO NON CIP,0,0,0,0,0,0,0,0,0,0,0,0
80919,VHO CBO - COMBO (4) TAG,A,0,0,0,0,VHO-COMBO NON CIP,0,0,0,0,0,0,0,0,0,0,0,0
80920,VHO CBO - COMBO (5) TAG,A,0,0,0,0,VHO-COMBO NON CIP,0,0,0,0,0,0,0,0,0,0,0,0
80992,VHO LQ - DRINK FISHBOWL GIVE ME ALL THE VODKA,A,0,0,0,0,VHO-LICENSED DRINKS,0,0,0,0,0,0,0,0,0,0,1,0
80993,VHO LQ - DRINK FISHBOWL MARGARITA GOLD RUSH,A,0,0,0,0,VHO-LICENSED DRINKS,0,0,0,0,0,0,0,0,0,0,1,0
80994,VHO LQ - DRINK FISHBOWL RELEASE THE KRAKEN,A,0,0,0,0,VHO-LICENSED DRINKS,0,0,0,0,0,0,0,0,0,0,1,0
81005,VHO LQ - MAIN - CHICKEN FAJITA BOWL,A,Food,Food,(VF) (GF) 570 Cals,0,VHO-LICENSED FOOD,0,0,0,0,0,0,0,0,0,0,0,1
81007,VHO LQ - MAIN - PIZZA LUAU,A,Food,Food,620 Cals,0,VHO-LICENSED FOOD,0,0,0,0,0,0,0,0,0,0,0,1
81008,VHO LQ - MAIN - S/W CRISPY CHICKEN W/ SIDE,A,Food,Food,0,0,VHO-LICENSED FOOD,0,0,0,0,0,0,0,0,0,0,0,1
81009,VHO LQ - MAIN - BURGER BACON AND BLEU BURGER,A,Food,Food,0,0,VHO-LICENSED FOOD,0,0,0,0,0,0,0,0,0,0,0,1
81010,VHO LQ - APP - GREEN GODDESS CHICK'N TACOS (2),A,Food,Food,(VG),0,VHO-LICENSED FOOD,0,0,0,0,0,0,0,0,0,0,0,1
81012,VHO LQ DESS - MINI DONUTS,A,Food,Food,(VG),0,VHO-LICENSED FOOD,0,0,0,0,0,0,0,0,0,0,0,1
81015,VHO CORN - BUTTER - LAYERED - LARGE,A,Food,Food,Add 120-640 Cals,Y,VHO-POPCORN,0,0,0,0,0,0,0,0,0,0,0,0
81048,VHO CORN - BUTTER - LAYERED REGULAR,A,Food,Food,Add 120-640 Cals,Y,VHO-POPCORN,0,0,0,0,1,0,0,0,0,0,0,0
81049,VHO CORN - BUTTER - LAYERED SMALL,A,Food,Food,Add 120-640 Cals,Y,VHO-POPCORN,0,0,0,0,1,0,0,0,0,0,0,0
81067,VHO MELT - CONE REGULAR IN CUP,A,Combo,Fountain Beverage,0,0,VHO-MELT,0,0,0,0,0,0,0,0,0,0,0,0
81068,VHO MELT - CONE LARGE IN CUP,A,Food,Food,0,0,VHO-MELT,0,0,0,0,0,0,0,0,0,0,0,1
81256,VHO CNDY - M&M MEXICAN JALAPENO,I,0,0,0,N,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
81257,VHO CNDY - M&M THAI COCONUT.,I,Food,0,0,N,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
81258,VHO CNDY - M&M ENGLISH TOFFEE.,I,Food,0,0,N,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
81305,VHO LQ - DRINK HOLLYWOOD BOULEVARDIER (2.5oz),A,Other,0,0,0,VHO-LICENSED DRINKS,0,0,0,0,0,0,0,0,0,0,1,0
81308,VHO LQ - FRZN STRAWBERRY GIN SMASH (1.5oz),A,Food,Food,0,0,VHO-LICENSED DRINKS,0,0,0,0,0,0,0,0,0,0,1,1
81310,VHO LQ - APP - TRUFFLE FRIES,A,Food,Food,(VG) 660 Cals,0,VHO-LICENSED FOOD,0,0,0,0,0,0,0,0,0,0,0,1
81311,VHO LQ - MAIN - BURGER BEYOND MEAT WITH SIDE,A,Food,Food,(VF) 560 Cals,0,VHO-LICENSED FOOD,0,0,0,0,0,0,0,0,0,0,0,1
81343,VHO MERCH - PLUSH - LION KING - SIMBA,I,Other,Other Beverage,0,0,VHO-MERCH,0,0,0,0,0,0,0,0,0,0,0,0
81488,VHO DRINK - BTL FAIRLIFE CHOCOLATE MILK,A,0,0,140 Cals,0,VHO-DRINK,0,0,0,0,0,0,0,0,0,0,0,0
81489,VHO DRINK - BTL TIMS ICE COFFEE DOUBLE DOUBLE,A,0,0,260 Cals,0,VHO-DRINK,0,0,0,0,0,0,0,0,1,0,0,0
81491,VHO DRINK - BTL MINUTE MAID LEMONADE,A,0,0,0,0,VHO-DRINK,0,0,0,0,0,0,0,0,0,0,0,0
81526,VHO DRINK - BTL KIDDIE FOUNTAIN (CNO),A,0,0,0,0,VHO-DRINK,0,0,0,0,0,0,0,0,0,0,0,0
81528,VHO LQ - APP - CREOLE SHRIMP TACOS (1),A,0,0,520 Cals,0,VHO-LICENSED FOOD,0,0,0,0,0,0,0,0,0,0,0,1
81574,VHO MERCH - MOVIE PLASTIC TUB (No Corn),A,0,0,0,0,VHO-MERCH,0,0,0,0,0,0,0,0,0,0,0,0
81582,VHO CNDY - SUP M&M HAZELNUT,I,0,0,1000 Cals,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
81597,VHO MELT - ADD CONE TOPPING,A,0,0,0,0,VHO-MELT,0,0,0,0,0,0,0,0,0,0,0,0
81606,VHO CORN - POPCORN SMALL (Canada Day),A,0,0,400 Cals,0,VHO-POPCORN,0,0,0,0,0,0,0,0,0,0,0,0
81607,VHO CORN - POPCORN REGULAR (Canada Day),A,0,0,590 Cals,0,VHO-POPCORN,0,0,0,0,0,0,0,0,0,0,0,0
81608,VHO CORN - POPCORN LARGE (Canada Day),A,0,0,880 Cals,Y,VHO-POPCORN,0,0,0,0,0,0,0,0,0,0,0,0
91206,VHO YY - FULL SERVE YOBOWL REGULAR,A,0,0,0,0,VHO-YOYO,0,0,0,0,0,0,0,0,0,0,0,0
91207,VHO YY - FULL SERVE YOBOWL LARGE,A,0,0,0,0,VHO-YOYO,0,0,0,0,0,0,0,0,0,0,0,0
91208,VHO YY - FULL SERVE YOBLEND,A,0,0,0,0,VHO-YOYO,0,0,0,0,0,0,0,0,0,0,0,0
93065,VHO BDAY - PREM W/2 STRIPS & FRIES,A,Combo,Combo,0,0,VHO-BIRTHDAY,0,0,0,0,0,0,0,0,0,0,0,0
93066,VHO BDAY - PREM W/HOTDOG,A,Combo,Combo,0,0,VHO-BIRTHDAY,0,0,0,0,0,0,0,0,0,0,0,0
93069,VHO BDAY - PREM W/PIZZA SLICE,A,Combo,Combo,0,0,VHO-BIRTHDAY,0,0,0,0,0,0,0,0,0,0,0,0
93422,VHO CBO - (5) DOG N' NACHO (LG FTN)...,A,Combo,Combo,850-1300,0,VHO-COMBO CIP,0,0,0,0,0,0,0,0,0,0,0,0
93428,VHO CBO - (5) NACHO COMBO (LG FTN),A,Combo,Combo,0,Y,VHO-COMBO CIP,0,0,0,0,0,0,0,0,0,0,0,0
93446,VHO CBO - (SCENE) LG CORN/LG FTN,I,Combo,Combo,0,0,VHO-COMBO NON CIP,0,0,0,0,0,0,0,0,0,0,0,0
93447,VHO CBO - (SNO) ADULT COMBO,A,Combo,Combo,0,0,COUPONS,0,0,0,0,0,0,0,0,0,0,0,0
93448,VHO CBO - (SNO) KID COMBO,A,Combo,Combo,0,0,COUPONS,0,0,0,0,0,0,0,0,0,0,0,0
93461,VHO CBO CPN - CNO (CINEPLEX NIGHT OUT),A,Combo,Combo,0,0,COUPONS,0,0,0,0,0,0,1,0,0,0,0,0
93464,VHO CBO CPN - CNO CHILD (FTN),A,Combo,Combo,0,0,COUPONS,0,0,0,0,0,0,0,0,0,0,0,0
93626,VHO CNDY - FUZZY PEACH,A,Candy,PACKAGED CANDY,650 Cals,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
93631,VHO CNDY - M&M ALMOND,A,Candy,PACKAGED CANDY,0,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
93632,VHO CNDY - M&M CHOCOLATE,A,Candy,PACKAGED CANDY,750 Cals,Y,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
93633,VHO CNDY - M&M PEANUT,A,Candy,PACKAGED CANDY,750 Cals,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
93636,VHO CNDY - MALTESERS,A,Candy,PACKAGED CANDY,490 Cals,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
93637,VHO CNDY - NIBS,A,Candy,PACKAGED CANDY,0,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
93641,VHO CNDY - SKITTLES,A,Candy,PACKAGED CANDY,780 Cals,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
93643,VHO CNDY - SOUR PATCH KIDS,A,Candy,PACKAGED CANDY,400 Cals,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
93644,VHO CNDY - SWEDISH BERRIES,A,Candy,PACKAGED CANDY,0,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
93646,VHO CNDY - TWIZZLERS,A,Candy,PACKAGED CANDY,840 Cals,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
93738,VHO CNDY - MARS BITES,A,Candy,PACKAGED CANDY,490 Cals,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
93755,VHO CNDY - M&M MINI,A,Candy,PACKAGED CANDY,150 Cals,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
93794,VHO CNDY - SNICKERS BITES,A,Candy,PACKAGED CANDY,0,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
93795,VHO CNDY - STARBURST MINIS,A,Candy,Popcorn,720 Cals,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
93800,VHO CNDY - VIP TWIX BITES,A,0,0,640 Cals,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
93803,VHO CNDY - VIP M&M PEANUT,A,0,0,750 Cals,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
93804,VHO CNDY - VIP M&M CHOCOLATE,A,0,0,750 Cals,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
93805,VHO CNDY - VIP TWIZZLERS,A,0,0,840 Cals,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
93806,VHO CNDY - VIP NIBS,A,0,0,790 Cals,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
93808,VHO CNDY - VIP SOUR PATCH KIDS,A,0,0,700 Cals,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
93809,VHO CNDY - VIP MALTESERS,A,0,0,490 Cals,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
93836,VHO CNDY - TWIX BITES,A,0,0,640 Cals,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
93843,VHO CNDY - DARE REALFRUIT MINIS,A,0,0,190 Cals,0,VHO-CANDY,0,0,0,0,0,0,0,0,0,1,0,0
93845,VHO CORN - POPCORN LARGE 170 OZ,A,Popcorn,Popcorn,880 Cals,Y,VHO-POPCORN,0,0,0,0,0,0,0,1,0,0,0,0
93846,VHO CORN - POPCORN REGULAR 130oz.,A,Popcorn,Popcorn,590 Cals,Y,VHO-POPCORN,0,0,0,0,0,0,0,0,0,0,0,0
93847,VHO CORN - POPCORN SMALL 85 OZ,A,Popcorn,Popcorn,400 Cals,Y,VHO-POPCORN,0,0,0,0,0,0,0,0,0,0,0,0
93849,VHO CORN - KIDDIE TRAY (SANS DRINK),A,Popcorn,Popcorn,0,0,VHO-POPCORN,0,0,0,0,0,1,0,0,0,0,0,0
93852,VHO CORN - BUTTER - KID,A,Popcorn,TOPPING,0,0,VHO-POPCORN,0,0,0,0,0,0,0,0,0,0,0,0
93853,VHO CORN - BUTTER - LARGE,A,Popcorn,TOPPING,Add 60-320 Cals,Y,VHO-POPCORN,0,0,0,0,1,0,0,0,0,0,0,0
93854,VHO CORN - BUTTER - REGULAR,A,Popcorn,TOPPING,Add 60-320 Cals,0,VHO-POPCORN,0,0,0,0,1,0,0,0,0,0,0,0
93855,VHO CORN - BUTTER - SMALL,A,Popcorn,TOPPING,Add 60-320 Cals,0,VHO-POPCORN,0,0,0,0,0,0,0,0,0,0,0,0
93856,VHO CORN - UPSIZE TO LARGE CORN,A,Popcorn,Popcorn,Add 290 Cals,0,VHO-POPCORN,0,0,0,0,0,0,0,1,0,0,0,0
93857,VHO CORN - UPSIZE TO REGULAR CORN,A,Popcorn,Popcorn,0,0,VHO-POPCORN,0,0,0,0,0,0,0,0,0,0,0,0
93862,VHO CORN CPN - GUEST SERVICES FREE REGULAR POPCORN,A,Popcorn,Popcorn,0,0,COUPONS,0,0,0,0,0,0,0,0,0,0,0,0
93912,VHO CORN - VIP POPCORN REGULAR 130oz,A,0,0,590 Cals,0,VHO-POPCORN,0,0,0,0,0,0,0,0,0,0,0,0
93913,VHO CORN - VIP POPCORN LARGE 170oz,A,0,0,880 Cals,0,VHO-POPCORN,0,0,0,0,0,0,0,1,0,0,0,0
93970,VHO DRINK - BTL COKE,A,Beverage,BOTTLED DRINKS,0,Y,VHO-DRINK,0,0,0,0,0,0,0,0,0,0,0,0
93974,VHO DRINK - BTL REG DASANI,A,Beverage,BOTTLED DRINKS,0 Cals,Y,VHO-DRINK,0,0,0,0,0,0,0,0,0,0,0,0
93975,VHO DRINK - BTL VITAMIN WATER MULTI-V,A,Beverage,BOTTLED DRINKS,120 Cals,Y,VHO-DRINK,0,0,0,0,0,0,0,0,0,0,0,0
93977,VHO DRINK - CUP KIDDIE FOUNTAIN,A,Beverage,FOUNTAIN DRINKS,0-120 Cals,0,VHO-DRINK,0,0,0,0,0,0,0,0,0,0,0,0
93978,VHO DRINK - CUP LARGE 32 OZ  FOUNTAIN,A,Beverage,FOUNTAIN DRINKS,0-350 Cals,Y,VHO-DRINK,0,0,0,0,0,0,0,0,0,0,0,0
93979,VHO DRINK - CUP REGULAR 24 OZ FOUNTAIN,A,Beverage,FOUNTAIN DRINKS,0-290 Cals,Y,VHO-DRINK,0,0,0,0,0,0,0,0,0,0,0,0
93980,VHO DRINK - CUP SMALL 16 OZ FOUNTAIN,A,Beverage,FOUNTAIN DRINKS,0-150 Cals,Y,VHO-DRINK,0,0,0,0,0,0,0,0,0,0,0,0
93985,VHO DRINK - UPSIZE LRG FOUNTAIN,A,Beverage,FOUNTAIN DRINKS,Add 0-60 Cals,0,VHO-DRINK,0,0,0,0,0,0,0,0,0,0,0,0
93986,VHO DRINK - UPSIZE REG FOUNTAIN,A,Beverage,FOUNTAIN DRINKS,0,0,VHO-DRINK,0,0,0,0,0,0,0,0,0,0,0,0
94037,VHO DRINK - BTL SMART WATER,A,Beverage,BOTTLED DRINKS,0 Cals,0,VHO-DRINK,0,0,0,0,0,0,0,0,0,0,0,0
94040,VHO MERCH - UPSIZE TOPPER (ONLY),I,Beverage,FOUNTAIN DRINKS,0,0,VHO-MERCH,0,0,0,0,0,0,0,0,0,0,0,0
94049,VHO MERCH - UPSIZE 44 OZ FTN PROMO W/TOPPER,A,Beverage,Fountain Beverage,0,Y,VHO-MERCH,0,0,0,0,0,0,0,0,0,0,0,0
94073,VHO DRINK CAST - FOUNTAIN 16OZ,A,Beverage,Fountain Beverage,0,0,VHO-DRINK,0,0,0,0,0,0,0,0,0,0,0,0
94110,VHO DRINK - FCB SMALL,I,0,0,200-210,Y,VHO-DRINK,0,0,0,0,0,0,0,0,0,0,0,0
94111,VHO DRINK - FCB REGULAR,I,0,0,300-330,Y,VHO-DRINK,0,0,0,0,0,0,0,0,0,0,0,0
94113,VHO DRINK - SWAP RG FOUNTAIN,A,0,0,0,0,VHO-DRINK,0,0,0,0,0,0,0,0,0,0,0,0
94114,VHO DRINK - SWAP LG FOUNTAIN,A,0,0,0,0,VHO-DRINK,0,0,0,0,0,0,0,0,0,0,0,0
94119,VHO DRINK - VIP DRINK LARGE 32oz,A,0,0,0-350 Cals,0,VHO-DRINK,0,0,0,0,0,0,0,0,0,0,0,0
94136,VHO COFFEE - DRIP DECAF 12OZ,A,Other,CAFE,0,0,VHO-COFFEE,0,0,0,0,0,0,0,0,1,0,0,0
94157,VHO COFFEE - DRIP PREM 12OZ,A,Other,CAFE,0,0,VHO-COFFEE,0,0,0,0,0,0,0,0,1,0,0,0
94158,VHO COFFEE - DRIP PREM 16OZ,A,Other,CAFE,0,0,VHO-COFFEE,0,0,0,0,0,0,0,0,1,0,0,0
94161,VHO COFFEE - TEAVANA TEA 12OZ,A,Other,CAFE,0,0,VHO-COFFEE,0,0,0,0,0,0,0,0,1,0,0,0
94162,VHO COFFEE - TEAVANA TEA 16OZ,A,Other,CAFE,0,0,VHO-COFFEE,0,0,0,0,0,0,0,0,1,0,0,0
94234,VHO COFFEE -  FLAVOUR SHOT,A,Other,Regular Candy,0,0,VHO-COFFEE,0,0,0,0,0,0,0,0,1,0,0,0
94239,VHO COFFEE - (SBC) CAPPUCCINO 12OZ,A,Other,Regular Candy,0,0,VHO-COFFEE,0,0,0,0,0,0,0,0,1,0,0,0
94241,VHO COFFEE - (SBC) LATTE 12OZ,A,Other,Regular Candy,0,0,VHO-COFFEE,0,0,0,0,0,0,0,0,1,0,0,0
94242,VHO COFFEE - (SBC) LATTE 16OZ,A,Other,Regular Candy,0,0,VHO-COFFEE,0,0,0,0,0,0,0,0,1,0,0,0
94243,VHO COFFEE - (SBC) MOCHA 12OZ,A,Other,Regular Candy,0,0,VHO-COFFEE,0,0,0,0,0,0,0,0,1,0,0,0
94246,VHO COFFEE - (SBC) AMERICANO 12OZ,A,Other,Regular Candy,0,0,VHO-COFFEE,0,0,0,0,0,0,0,0,1,0,0,0
94247,VHO COFFEE - (SBC) AMERICANO 16OZ,A,Other,Regular Candy,0,0,VHO-COFFEE,0,0,0,0,0,0,0,0,1,0,0,0
94249,VHO COFFEE - (SBC) TAZO CHAI LATTE 16OZ,A,Other,Regular Candy,0,0,VHO-COFFEE,0,0,0,0,0,0,0,0,1,0,0,0
94250,VHO COFFEE - (SBC) HOT CHOCOLATE 12OZ,A,Other,Regular Candy,0,0,VHO-COFFEE,0,0,0,0,0,0,0,0,1,0,0,0
94251,VHO COFFEE - (SBC) HOT CHOCOLATE 16OZ,A,Other,Regular Candy,0,0,VHO-COFFEE,0,0,0,0,0,0,0,0,1,0,0,0
94370,VHO FOOD - COTTON CANDY,A,Food,OTHER FOOD,0,0,VHO-FOOD,0,0,0,0,0,0,0,0,0,1,0,0
94394,VHO FOOD - ADD A DOG,A,Food,HOT DOG,0,Y,VHO-FOOD,0,0,0,0,0,0,0,0,0,0,0,1
94470,VHO LQ - DRAFT 18oz BUD LIGHT,A,Other,ALCOHOL,0,0,VHO-LICENSED DRINKS,0,0,0,0,0,0,0,0,0,0,1,0
94535,VHO LQ - DRAFT 18oz KOKANEE,A,Other,ALCOHOL,0,0,VHO-LICENSED DRINKS,0,0,0,0,0,0,0,0,0,0,1,0
94536,VHO LQ - DRAFT 18oz STELLA ARTOIS,A,Other,ALCOHOL,0,0,VHO-LICENSED DRINKS,0,0,0,0,0,0,0,0,0,0,1,0
94592,VHO LQ - MAIN - BURGER CLASSIC WITH SIDE,A,Other,SANDWICH,770 Cals,0,VHO-LICENSED FOOD,0,0,0,0,0,0,0,0,0,0,0,1
94594,VHO LQ - APP - BREADED PICKLES,A,Other,OTHER FOOD,(VG) 580 Cals,0,VHO-LICENSED FOOD,0,0,0,0,0,0,0,0,0,0,0,1
94598,VHO LQ - APP - CALAMARI,A,Other,OTHER FOOD,600 Cals,0,VHO-LICENSED FOOD,0,0,0,0,0,0,0,0,0,0,0,1
94613,VHO LQ DESS - ICE CREAM SUNDAE,A,Other,OTHER FOOD,(VG) 250-280 Cals,0,VHO-LICENSED FOOD,0,0,0,0,0,0,0,0,0,0,0,1
94625,VHO LQ - SIDE - BOWL OF FRIES,A,Other,FRIES,0,0,VHO-LICENSED FOOD,0,0,0,0,0,0,0,0,0,0,0,1
94626,VHO LQ - APP - QUESADILLA CHICKEN,A,Other,OTHER FOOD,1170 Cals,0,VHO-LICENSED FOOD,0,0,0,0,0,0,0,0,0,0,0,1
94645,VHO LQ - FRZN V.I.PEACH (1.5oz),A,Other,ALCOHOL,0,0,VHO-LICENSED DRINKS,0,0,0,0,0,0,0,0,0,0,1,0
94986,VHO LQ - DRAFT 18oz SHOCK TOP,A,0,ALCOHOL,0,0,VHO-LICENSED DRINKS,0,0,0,0,0,0,0,0,0,0,1,0
95189,VHO Misc - Reserve Seating Fee,A,Other,SURCHARGE,0,0,Box Office Surcharges and Fees,0,0,0,1,0,0,0,0,0,0,0,0
